ano;mes;Distrito;Concelho;Freguesia;tipo_de_lampada;luminarias;potencia instalada total (W);CodDistrito;CodDistritoConcelho;coddistritoconcelhofreguesia
2025;3;Braga;Vila Verde;Turiz;LED;298.0;11862.0;03;0313;031354
2025;3;Braga;Vila Verde;Valdreu;Outros/Não definido;1.0;;03;0313;031355
2025;3;Braga;Vila Verde;Ribeira do Neiva;LED;1835.0;57033.600078582764;03;0313;031360
2025;3;Braga;Vila Verde;Carreiras (São Miguel) e Carreiras (Santiago);Outros/Não definido;292.0;225.0;03;0313;031361
2025;3;Braga;Vila Verde;Esqueiros, Nevogilde e Travassós;Outros/Não definido;152.0;2250.0;03;0313;031363
2025;3;Braga;Vila Verde;Marrancos e Arcozelo;LED;47.0;2778.0;03;0313;031364
2025;3;Braga;Vila Verde;Marrancos e Arcozelo;Outros/Não definido;3.0;;03;0313;031364
2025;3;Braga;Vila Verde;Sande, Vilarinho, Barros e Gomide;Outros/Não definido;14.0;;03;0313;031367
2025;3;Braga;Vila Verde;Sande, Vilarinho, Barros e Gomide;Sódio;740.0;57930.0;03;0313;031367
2025;3;Braga;Vila Verde;Valbom (São Pedro), Passô e Valbom (São Martinho);LED;187.0;7346.0;03;0313;031368
2025;3;Braga;Vila Verde;Valbom (São Pedro), Passô e Valbom (São Martinho);Sódio;240.0;17660.0;03;0313;031368
2025;3;Braga;Vila Verde;Vade;LED;53.0;2253.0;03;0313;031369
2025;3;Braga;Vila Verde;Vila Verde e Barbudo;LED;643.0;26615.40000152588;03;0313;031370
2025;3;Braga;Vizela;Santa Eulália;Sódio;45.0;3240.0;03;0314;031401
2025;3;Braga;Vizela;Infias;Outros/Não definido;16.0;;03;0314;031404
2025;3;Braga;Vizela;Vizela (Santo Adrião);Outros/Não definido;22.0;;03;0314;031406
2025;3;Braga;Vizela;Vizela (Santo Adrião);Sódio;85.0;6460.0;03;0314;031406
2025;3;Braga;Vizela;Caldas de Vizela (São Miguel e São João);LED;1802.0;83785.30026245117;03;0314;031408
2025;3;Braga;Vizela;Caldas de Vizela (São Miguel e São João);Mercúrio;6.0;480.0;03;0314;031408
2025;3;Braga;Vizela;Tagilde e Vizela (São Paio);LED;830.0;32643.0;03;0314;031409
2025;3;Braga;Vizela;Tagilde e Vizela (São Paio);Sódio;99.0;8030.0;03;0314;031409
2025;3;Bragança;Alfândega da Fé;Sambade;LED;553.0;20940.0;04;0401;040111
2025;3;Bragança;Alfândega da Fé;Vilar Chão;LED;205.0;7884.0;04;0401;040118
2025;3;Bragança;Alfândega da Fé;Vilares de Vilariça;LED;188.0;6892.0;04;0401;040120
2025;3;Bragança;Alfândega da Fé;Agrobom, Saldonha e Vale Pereiro;Outros/Não definido;6.0;90.0;04;0401;040121
2025;3;Bragança;Alfândega da Fé;Gebelim e Soeima;Outros/Não definido;6.0;;04;0401;040124
2025;3;Bragança;Alfândega da Fé;Parada e Sendim da Ribeira;LED;249.0;8745.0;04;0401;040125
2025;3;Bragança;Alfândega da Fé;Pombal e Vales;LED;184.0;7285.0;04;0401;040126
2025;3;Bragança;Bragança;Alfaião;Outros/Não definido;1.0;45.0;04;0402;040201
2025;3;Bragança;Bragança;Alfaião;Sódio;1.0;70.0;04;0402;040201
2025;3;Bragança;Bragança;Babe;LED;162.0;5349.0;04;0402;040203
2025;3;Bragança;Bragança;Baçal;Sódio;23.0;1610.0;04;0402;040204
2025;3;Bragança;Bragança;Carragosa;Outros/Não definido;3.0;;04;0402;040206
2025;3;Bragança;Bragança;Coelhoso;LED;255.0;10573.0;04;0402;040210
2025;3;Bragança;Bragança;Donai;LED;264.0;11424.0;04;0402;040212
2025;3;Bragança;Bragança;Donai;Outros/Não definido;7.0;;04;0402;040212
2025;3;Bragança;Bragança;Gimonde;LED;238.0;10901.0;04;0402;040216
2025;3;Bragança;Bragança;Gimonde;Outros/Não definido;2.0;45.0;04;0402;040216
2025;3;Bragança;Bragança;Gimonde;Sódio;5.0;500.0;04;0402;040216
2025;3;Bragança;Bragança;Gostei;Sódio;1.0;70.0;04;0402;040218
2025;3;Bragança;Bragança;Grijó de Parada;Sódio;2.0;140.0;04;0402;040219
2025;3;Bragança;Bragança;Macedo do Mato;LED;152.0;6119.400001525879;04;0402;040221
2025;3;Bragança;Bragança;Macedo do Mato;Sódio;73.0;5110.0;04;0402;040221
2025;3;Bragança;Bragança;Parâmio;Outros/Não definido;4.0;90.0;04;0402;040229
2025;3;Bragança;Bragança;Quintanilha;LED;225.0;8812.0;04;0402;040232
2025;3;Bragança;Bragança;Quintanilha;Sódio;3.0;370.0;04;0402;040232
2025;3;Bragança;Bragança;Rabal;Mercúrio;4.0;500.0;04;0402;040234
2025;3;Bragança;Bragança;Rabal;Outros/Não definido;6.0;;04;0402;040234
2025;3;Bragança;Bragança;Rabal;Sódio;14.0;1620.0;04;0402;040234
2025;3;Bragança;Bragança;Samil;LED;634.0;33785.0;04;0402;040240
2025;3;Bragança;Bragança;Samil;Outros/Não definido;4.0;;04;0402;040240
2025;3;Bragança;Bragança;Santa Comba de Rossas;Outros/Não definido;2.0;90.0;04;0402;040241
2025;3;Bragança;Bragança;São Pedro de Sarracenos;Outros/Não definido;14.0;45.0;04;0402;040244
2025;3;Bragança;Bragança;Sendas;Mercúrio;11.0;1330.0;04;0402;040246
2025;3;Bragança;Bragança;Sendas;Sódio;46.0;3220.0;04;0402;040246
2025;3;Bragança;Bragança;Serapicos;Sódio;216.0;15120.0;04;0402;040247
2025;3;Bragança;Bragança;Sortes;LED;212.0;8652.0;04;0402;040248
2025;3;Bragança;Bragança;Zoio;Outros/Não definido;5.0;;04;0402;040249
2025;3;Bragança;Bragança;Castrelos e Carrazedo;LED;259.0;10447.0;04;0402;040251
2025;3;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;LED;571.0;22175.0;04;0402;040252
2025;3;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;Outros/Não definido;8.0;;04;0402;040252
2025;3;Bragança;Bragança;Izeda, Calvelhe e Paradinha Nova;Sódio;112.0;10480.0;04;0402;040252
2025;3;Bragança;Bragança;Parada e Failde;Outros/Não definido;2.0;45.0;04;0402;040253
2025;3;Bragança;Bragança;Rebordainhos e Pombares;Outros/Não definido;8.0;;04;0402;040254
2025;3;Bragança;Bragança;Sé, Santa Maria e Meixedo;Fluorescente;117.0;5850.0;04;0402;040257
2025;3;Bragança;Bragança;Sé, Santa Maria e Meixedo;Iodeto Metálico;24.0;940.0;04;0402;040257
2025;3;Bragança;Bragança;Sé, Santa Maria e Meixedo;LED;6710.0;390270.4000053406;04;0402;040257
2025;3;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;LED;1170.0;63916.600036621094;04;0403;040304
2025;3;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;Outros/Não definido;161.0;;04;0403;040304
2025;3;Bragança;Carrazeda de Ansiães;Linhares;LED;372.0;13851.0;04;0403;040308
2025;3;Bragança;Carrazeda de Ansiães;Marzagão;Outros/Não definido;53.0;;04;0403;040309
2025;3;Bragança;Carrazeda de Ansiães;Parambos;LED;160.0;4970.0;04;0403;040311
2025;3;Bragança;Carrazeda de Ansiães;Parambos;Outros/Não definido;1.0;;04;0403;040311
2025;3;Bragança;Carrazeda de Ansiães;Pinhal do Norte;Outros/Não definido;4.0;;04;0403;040313
2025;3;Bragança;Carrazeda de Ansiães;Pombal;LED;247.0;8907.0;04;0403;040314
2025;3;Bragança;Carrazeda de Ansiães;Seixo de Ansiães;Outros/Não definido;13.0;;04;0403;040316
2025;3;Bragança;Carrazeda de Ansiães;Vilarinho da Castanheira;LED;249.0;10435.0;04;0403;040318
2025;3;Bragança;Carrazeda de Ansiães;Belver e Mogo de Malta;LED;290.0;9096.0;04;0403;040321
2025;3;Bragança;Carrazeda de Ansiães;Castanheiro do Norte e Ribalonga;LED;365.0;14238.0;04;0403;040322
2025;3;Bragança;Carrazeda de Ansiães;Lavandeira, Beira Grande e Selores;LED;356.0;10788.0;04;0403;040323
2025;3;Bragança;Freixo de Espada À Cinta;Ligares;Outros/Não definido;15.0;;04;0404;040404
2025;3;Bragança;Freixo de Espada À Cinta;Ligares;Sódio;8.0;800.0;04;0404;040404
2025;3;Bragança;Freixo de Espada À Cinta;Lagoaça e Fornos;Outros/Não definido;46.0;;04;0404;040408
2025;3;Bragança;Macedo de Cavaleiros;Arcas;Outros/Não definido;5.0;90.0;04;0405;040503
2025;3;Bragança;Macedo de Cavaleiros;Carrapatas;LED;137.0;5574.0;04;0405;040507
2025;3;Bragança;Macedo de Cavaleiros;Chacim;Sódio;126.0;11090.0;04;0405;040509
2025;3;Bragança;Macedo de Cavaleiros;Cortiços;Sódio;49.0;3670.0;04;0405;040510
2025;3;Bragança;Macedo de Cavaleiros;Corujas;Sódio;59.0;4190.0;04;0405;040511
2025;3;Bragança;Macedo de Cavaleiros;Lagoa;Outros/Não definido;19.0;;04;0405;040516
2025;3;Bragança;Macedo de Cavaleiros;Lagoa;Sódio;155.0;11550.0;04;0405;040516
2025;3;Bragança;Macedo de Cavaleiros;Lamalonga;LED;371.0;14483.0;04;0405;040517
2025;3;Bragança;Macedo de Cavaleiros;Lombo;Sódio;111.0;8890.0;04;0405;040519
2025;3;Bragança;Macedo de Cavaleiros;Morais;Outros/Não definido;3.0;;04;0405;040521
2025;3;Bragança;Macedo de Cavaleiros;Morais;Sódio;8.0;440.0;04;0405;040521
2025;3;Bragança;Macedo de Cavaleiros;Olmos;Mercúrio;3.0;410.0;04;0405;040523
2025;3;Bragança;Macedo de Cavaleiros;Peredo;LED;200.0;7060.0;04;0405;040524
2025;3;Bragança;Macedo de Cavaleiros;Salselas;LED;241.0;7048.400001525879;04;0405;040526
2025;3;Bragança;Macedo de Cavaleiros;Sezulfe;LED;303.0;12633.0;04;0405;040528
2025;3;Bragança;Macedo de Cavaleiros;Talhas;Outros/Não definido;23.0;;04;0405;040530
2025;3;Bragança;Macedo de Cavaleiros;Talhas;Sódio;37.0;3710.0;04;0405;040530
2025;3;Bragança;Macedo de Cavaleiros;Vale Benfeito;LED;158.0;7404.0;04;0405;040532
2025;3;Bragança;Macedo de Cavaleiros;Vale Benfeito;Sódio;10.0;760.0;04;0405;040532
2025;3;Bragança;Macedo de Cavaleiros;Vale da Porca;LED;154.0;4639.400001525879;04;0405;040533
2025;3;Bragança;Macedo de Cavaleiros;Vale da Porca;Sódio;65.0;5530.0;04;0405;040533
2025;3;Bragança;Macedo de Cavaleiros;Vale de Prados;LED;328.0;11964.40001296997;04;0405;040534
2025;3;Bragança;Macedo de Cavaleiros;Vale de Prados;Sódio;7.0;490.0;04;0405;040534
2025;3;Bragança;Macedo de Cavaleiros;Vinhas;Outros/Não definido;5.0;135.0;04;0405;040538
2025;3;Bragança;Macedo de Cavaleiros;Ala e Vilarinho do Monte;LED;278.0;9894.600044250488;04;0405;040539
2025;3;Bragança;Macedo de Cavaleiros;Ala e Vilarinho do Monte;Sódio;187.0;14010.0;04;0405;040539
2025;3;Bragança;Macedo de Cavaleiros;Bornes e Burga;Sódio;3.0;210.0;04;0405;040540
2025;3;Bragança;Macedo de Cavaleiros;Espadanedo, Edroso, Murçós e Soutelo Mourisco;Sódio;254.0;19290.0;04;0405;040542
2025;3;Bragança;Macedo de Cavaleiros;Podence e Santa Combinha;Mercúrio;2.0;120.0;04;0405;040543
2025;3;Bragança;Macedo de Cavaleiros;Talhinhas e Bagueixe;LED;314.0;11902.0;04;0405;040544
2025;3;Bragança;Macedo de Cavaleiros;Talhinhas e Bagueixe;Sódio;6.0;740.0;04;0405;040544
2025;3;Bragança;Miranda do douro;Duas Igrejas;Sódio;5.0;350.0;04;0406;040604
2025;3;Bragança;Miranda do douro;Genísio;LED;261.0;12271.0;04;0406;040605
2025;3;Bragança;Miranda do douro;Genísio;Sódio;4.0;400.0;04;0406;040605
2025;3;Bragança;Miranda do douro;Malhadas;LED;236.0;7232.499925613403;04;0406;040607
2025;3;Bragança;Miranda do douro;Miranda do Douro;Iodeto Metálico;17.0;1350.0;04;0406;040608
2025;3;Bragança;Miranda do douro;Miranda do Douro;Sódio;360.0;44480.0;04;0406;040608
2025;3;Bragança;Miranda do douro;Picote;Outros/Não definido;20.0;405.0;04;0406;040611
2025;3;Bragança;Miranda do douro;Picote;Sódio;9.0;970.0;04;0406;040611
2025;3;Bragança;Miranda do douro;Póvoa;Outros/Não definido;1.0;;04;0406;040612
2025;3;Bragança;Miranda do douro;Vila Chã de Braciosa;LED;348.0;12253.800003051758;04;0406;040616
2025;3;Bragança;Miranda do douro;Vila Chã de Braciosa;Outros/Não definido;6.0;225.0;04;0406;040616
2025;3;Bragança;Miranda do douro;Constantim e Cicouro;LED;212.0;8460.20000076294;04;0406;040618
2025;3;Bragança;Miranda do douro;Constantim e Cicouro;Outros/Não definido;12.0;90.0;04;0406;040618
2025;3;Bragança;Miranda do douro;Ifanes e Paradela;Outros/Não definido;6.0;;04;0406;040619
2025;3;Bragança;Miranda do douro;Sendim e Atenor;LED;970.0;35201.39986228943;04;0406;040620
2025;3;Bragança;Miranda do douro;Silva e Águas Vivas;Sódio;1.0;150.0;04;0406;040621
2025;3;Bragança;Mirandela;Abambres;Outros/Não definido;8.0;;04;0407;040701
2025;3;Bragança;Mirandela;Abambres;Sódio;2.0;140.0;04;0407;040701
2025;3;Bragança;Mirandela;Abreiro;LED;120.0;4559.0;04;0407;040702
2025;3;Bragança;Mirandela;Bouça;LED;248.0;9565.0;04;0407;040708
2025;3;Bragança;Mirandela;Bouça;Sódio;15.0;2040.0;04;0407;040708
2025;3;Bragança;Mirandela;Cabanelas;LED;248.0;10222.0;04;0407;040709
2025;3;Bragança;Mirandela;Caravelas;LED;102.0;3969.0;04;0407;040710
2025;3;Bragança;Mirandela;Carvalhais;Sódio;56.0;4680.0;04;0407;040711
2025;3;Bragança;Mirandela;Cedães;Outros/Não definido;15.0;;04;0407;040712
2025;3;Bragança;Mirandela;Cedães;Sódio;20.0;1400.0;04;0407;040712
2025;3;Bragança;Mirandela;Cobro;LED;42.0;1793.0;04;0407;040713
2025;3;Bragança;Mirandela;Cobro;Sódio;64.0;4480.0;04;0407;040713
2025;3;Bragança;Mirandela;Fradizela;Outros/Não definido;4.0;;04;0407;040714
2025;3;Bragança;Mirandela;Frechas;Outros/Não definido;17.0;135.0;04;0407;040716
2025;3;Bragança;Mirandela;Lamas de Orelhão;LED;20.0;763.0;04;0407;040718
2025;3;Bragança;Mirandela;Lamas de Orelhão;Sódio;210.0;14850.0;04;0407;040718
2025;3;Bragança;Mirandela;Mascarenhas;LED;354.0;14952.0;04;0407;040720
2025;3;Bragança;Mirandela;Múrias;Outros/Não definido;15.0;225.0;04;0407;040722
2025;3;Bragança;Mirandela;Passos;LED;189.0;7949.0;04;0407;040724
2025;3;Bragança;Mirandela;Passos;Outros/Não definido;1.0;;04;0407;040724
2025;3;Bragança;Mirandela;São Pedro Velho;Sódio;1.0;70.0;04;0407;040727
2025;3;Bragança;Mirandela;São Salvador;LED;24.0;740.2000045776367;04;0407;040728
2025;3;Bragança;Mirandela;Suçães;Sódio;18.0;1260.0;04;0407;040729
2025;3;Bragança;Mirandela;Vale de Asnes;LED;79.0;2867.4000244140625;04;0407;040731
2025;3;Bragança;Mirandela;Vale de Asnes;Sódio;81.0;5670.0;04;0407;040731
2025;3;Bragança;Mirandela;Vale de Gouvinhas;Sódio;1.0;70.0;04;0407;040732
2025;3;Bragança;Mirandela;Vale de Salgueiro;LED;200.0;7936.0;04;0407;040733
2025;3;Bragança;Mirandela;Vale de Salgueiro;Outros/Não definido;7.0;;04;0407;040733
2025;3;Bragança;Mirandela;Vale de Telhas;Sódio;1.0;70.0;04;0407;040734
2025;3;Bragança;Mirandela;Avantos e Romeu;LED;287.0;10728.0;04;0407;040738
2025;3;Bragança;Mirandela;Avidagos, Navalho e Pereira;LED;223.0;8636.0;04;0407;040739
2025;3;Bragança;Mirandela;Avidagos, Navalho e Pereira;Outros/Não definido;9.0;;04;0407;040739
2025;3;Bragança;Mirandela;Franco e Vila Boa;LED;134.0;4735.0;04;0407;040741
2025;3;Bragança;Mirandela;Franco e Vila Boa;Outros/Não definido;26.0;115.0;04;0407;040741
2025;3;Bragança;Mirandela;Freixeda e Vila Verde;LED;28.0;987.0;04;0407;040742
2025;3;Bragança;Mirandela;Freixeda e Vila Verde;Outros/Não definido;10.0;;04;0407;040742
2025;3;Bragança;Mirandela;Freixeda e Vila Verde;Sódio;122.0;8860.0;04;0407;040742
2025;3;Bragança;Mogadouro;Azinhoso;Sódio;19.0;2690.0;04;0408;040801
2025;3;Bragança;Mogadouro;Bemposta;Sódio;26.0;3600.0;04;0408;040802
2025;3;Bragança;Mogadouro;Bruçó;Outros/Não definido;10.0;45.0;04;0408;040803
2025;3;Bragança;Mogadouro;Brunhoso;Sódio;7.0;600.0;04;0408;040804
2025;3;Bragança;Mogadouro;Castro Vicente;LED;244.0;9280.0;04;0408;040808
2025;3;Bragança;Mogadouro;Castro Vicente;Outros/Não definido;1.0;;04;0408;040808
2025;3;Bragança;Mogadouro;Meirinhos;LED;289.0;10380.0;04;0408;040809
2025;3;Bragança;Mogadouro;Meirinhos;Outros/Não definido;5.0;;04;0408;040809
2025;3;Bragança;Mogadouro;Paradela;LED;140.0;6147.0;04;0408;040811
2025;3;Bragança;Mogadouro;Paradela;Outros/Não definido;16.0;;04;0408;040811
2025;3;Bragança;Mogadouro;Penas Roias;Outros/Não definido;7.0;90.0;04;0408;040812
2025;3;Bragança;Mogadouro;Penas Roias;Sódio;4.0;280.0;04;0408;040812
2025;3;Bragança;Mogadouro;Saldanha;LED;142.0;6043.0;04;0408;040815
2025;3;Bragança;Mogadouro;Tó;Sódio;12.0;1200.0;04;0408;040819
2025;3;Bragança;Mogadouro;Urrós;Outros/Não definido;21.0;;04;0408;040821
2025;3;Bragança;Mogadouro;Urrós;Sódio;3.0;210.0;04;0408;040821
2025;3;Bragança;Mogadouro;Vila de Ala;LED;255.0;10204.0;04;0408;040826
2025;3;Bragança;Mogadouro;Mogadouro, Valverde, Vale de Porco e Vilar de Rei;LED;1962.0;111942.60001373291;04;0408;040830
2025;3;Bragança;Mogadouro;Remondes e Soutelo;LED;272.0;9374.000015258789;04;0408;040831
2025;3;Bragança;Mogadouro;Vilarinho dos Galegos e Ventozelo;Sódio;13.0;610.0;04;0408;040832
2025;3;Bragança;Torre de Moncorvo;Carviçais;Iodeto Metálico;1.0;100.0;04;0409;040905
2025;3;Bragança;Torre de Moncorvo;Carviçais;LED;630.0;14147.0;04;0409;040905
2025;3;Bragança;Torre de Moncorvo;Larinho;Iodeto Metálico;22.0;2200.0;04;0409;040910
2025;3;Bragança;Torre de Moncorvo;Lousa;Iodeto Metálico;19.0;1330.0;04;0409;040911
2025;3;Bragança;Torre de Moncorvo;Mós;Iodeto Metálico;16.0;1600.0;04;0409;040913
2025;3;Bragança;Torre de Moncorvo;Torre de Moncorvo;Iodeto Metálico;100.0;10000.0;04;0409;040916
2025;3;Bragança;Torre de Moncorvo;Torre de Moncorvo;Sódio;34.0;3820.0;04;0409;040916
2025;3;Bragança;Torre de Moncorvo;Adeganha e Cardanha;Iodeto Metálico;3.0;300.0;04;0409;040918
2025;3;Bragança;Torre de Moncorvo;Adeganha e Cardanha;Sódio;9.0;840.0;04;0409;040918
2025;3;Bragança;Torre de Moncorvo;Felgar e Souto da Velha;Fluorescente;2.0;100.0;04;0409;040919
2025;3;Bragança;Torre de Moncorvo;Felgar e Souto da Velha;Iodeto Metálico;15.0;1500.0;04;0409;040919
2025;3;Bragança;Torre de Moncorvo;Felgar e Souto da Velha;LED;699.0;14833.0;04;0409;040919
2025;3;Bragança;Torre de Moncorvo;Felgueiras e Maçores;Sódio;27.0;2430.0;04;0409;040920
2025;3;Bragança;Torre de Moncorvo;Urros e Peredo dos Castelhanos;LED;373.0;7880.0;04;0409;040921
2025;3;Bragança;Torre de Moncorvo;Urros e Peredo dos Castelhanos;Outros/Não definido;2.0;;04;0409;040921
2025;3;Bragança;Vila Flor;Benlhevai;Outros/Não definido;6.0;45.0;04;0410;041002
2025;3;Bragança;Vila Flor;Roios;LED;92.0;2698.0;04;0410;041009
2025;3;Bragança;Vila Flor;Roios;Outros/Não definido;3.0;45.0;04;0410;041009
2025;3;Bragança;Vila Flor;Samões;Outros/Não definido;10.0;180.0;04;0410;041010
2025;3;Bragança;Vila Flor;Seixo de Manhoses;Sódio;1.0;70.0;04;0410;041013
2025;3;Bragança;Vila Flor;Trindade;Sódio;12.0;1160.0;04;0410;041014
2025;3;Bragança;Vila Flor;Vale Frechoso;LED;115.0;4643.0;04;0410;041015
2025;3;Bragança;Vila Flor;Candoso e Carvalho de Egas;Sódio;4.0;280.0;04;0410;041021
2025;3;Bragança;Vila Flor;Vila Flor e Nabo;Iodeto Metálico;27.0;3890.0;04;0410;041023
2025;3;Bragança;Vila Flor;Vilas Boas e Vilarinho das Azenhas;LED;483.0;15391.400001525879;04;0410;041024
2025;3;Bragança;Vila Flor;Vilas Boas e Vilarinho das Azenhas;Outros/Não definido;48.0;45.0;04;0410;041024
2025;3;Bragança;Vimioso;Matela;LED;267.0;10051.0;04;0411;041108
2025;3;Bragança;Vimioso;Pinelo;LED;266.0;12859.800003051758;04;0411;041109
2025;3;Bragança;Vimioso;Caçarelhos e Angueira;LED;392.0;12439.100002288818;04;0411;041116
2025;3;Bragança;Vinhais;Agrochão;Outros/Não definido;5.0;;04;0412;041201
2025;3;Bragança;Vinhais;Edrosa;LED;170.0;6424.0;04;0412;041207
2025;3;Bragança;Vinhais;Edrosa;Outros/Não definido;4.0;;04;0412;041207
2025;3;Bragança;Vinhais;Ervedosa;Outros/Não definido;7.0;135.0;04;0412;041208
2025;3;Bragança;Vinhais;Paçó;LED;217.0;8268.0;04;0412;041215
2025;3;Bragança;Vinhais;Paçó;Outros/Não definido;1.0;45.0;04;0412;041215
2025;3;Bragança;Vinhais;Penhas Juntas;LED;261.0;9631.60001373291;04;0412;041216
2025;3;Bragança;Vinhais;Tuizelo;Outros/Não definido;5.0;162.0;04;0412;041226
2025;3;Bragança;Vinhais;Vila Boa de Ousilhão;LED;159.0;5914.0;04;0412;041229
2025;3;Bragança;Vinhais;Vilar de Ossos;LED;270.0;10485.0;04;0412;041232
2025;3;Bragança;Vinhais;Vinhais;Sódio;5.0;380.0;04;0412;041235
2025;3;Bragança;Vinhais;Moimenta e Montouto;Outros/Não definido;8.0;90.0;04;0412;041237
2025;3;Bragança;Vinhais;Quirás e Pinheiro Novo;Outros/Não definido;4.0;45.0;04;0412;041239
2025;3;Castelo Branco;Belmonte;Caria;LED;1400.0;57325.0;05;0501;050102
2025;3;Castelo Branco;Belmonte;Caria;Mercúrio;3.0;150.0;05;0501;050102
2025;3;Castelo Branco;Belmonte;Maçainhas;Outros/Não definido;8.0;;05;0501;050105
2025;3;Castelo Branco;Belmonte;Belmonte e Colmeal da Torre;Mercúrio;41.0;3160.0;05;0501;050106
2025;3;Castelo Branco;Belmonte;Belmonte e Colmeal da Torre;Sódio;42.0;3170.0;05;0501;050106
2025;3;Castelo Branco;Castelo Branco;Alcains;LED;423.0;21862.400062561035;05;0502;050201
2025;3;Castelo Branco;Castelo Branco;Alcains;Sódio;961.0;109500.0;05;0502;050201
2025;3;Castelo Branco;Castelo Branco;Almaceda;Sódio;241.0;16670.0;05;0502;050202
2025;3;Castelo Branco;Castelo Branco;Benquerenças;LED;470.0;17057.200134277344;05;0502;050203
2025;3;Castelo Branco;Castelo Branco;Benquerenças;Sódio;363.0;74840.0;05;0502;050203
2025;3;Castelo Branco;Castelo Branco;Castelo Branco;Fluorescente;3.0;150.0;05;0502;050205
2025;3;Castelo Branco;Castelo Branco;Castelo Branco;Sódio;5517.0;769135.0;05;0502;050205
2025;3;Castelo Branco;Castelo Branco;Santo André das Tojeiras;Mercúrio;9.0;450.0;05;0502;050221
2025;3;Castelo Branco;Castelo Branco;Santo André das Tojeiras;Outros/Não definido;3.0;90.0;05;0502;050221
2025;3;Castelo Branco;Castelo Branco;São Vicente da Beira;Mercúrio;2.0;100.0;05;0502;050222
2025;3;Castelo Branco;Castelo Branco;Tinalhas;LED;125.0;3927.000068664551;05;0502;050225
2025;3;Castelo Branco;Castelo Branco;Escalos de Baixo e Mata;LED;506.0;14242.0;05;0502;050227
2025;3;Castelo Branco;Castelo Branco;Escalos de Cima e Lousa;Mercúrio;3.0;300.0;05;0502;050228
2025;3;Castelo Branco;Castelo Branco;Escalos de Cima e Lousa;Outros/Não definido;2.0;90.0;05;0502;050228
2025;3;Castelo Branco;Castelo Branco;Escalos de Cima e Lousa;Sódio;268.0;22950.0;05;0502;050228
2025;3;Castelo Branco;Castelo Branco;Freixial e Juncal do Campo;Sódio;295.0;17350.0;05;0502;050229
2025;3;Castelo Branco;Covilhã;Boidobra;Outros/Não definido;24.0;;05;0503;050305
2025;3;Castelo Branco;Covilhã;Boidobra;Sódio;1290.0;149040.0;05;0503;050305
2025;3;Castelo Branco;Covilhã;Cortes do Meio;Sódio;439.0;42490.0;05;0503;050308
2025;3;Castelo Branco;Covilhã;Dominguizo;LED;87.0;3624.0;05;0503;050309
2025;3;Castelo Branco;Covilhã;Erada;LED;245.0;10875.800003051758;05;0503;050310
2025;3;Castelo Branco;Covilhã;Erada;Mercúrio;12.0;600.0;05;0503;050310
2025;3;Castelo Branco;Covilhã;Erada;Outros/Não definido;4.0;;05;0503;050310
2025;3;Castelo Branco;Covilhã;Ferro;Sódio;837.0;68490.0;05;0503;050311
2025;3;Castelo Branco;Covilhã;Orjais;LED;175.0;7450.0;05;0503;050312
2025;3;Castelo Branco;Covilhã;Orjais;Mercúrio;8.0;420.0;05;0503;050312
2025;3;Castelo Branco;Covilhã;Peraboa;Mercúrio;4.0;260.0;05;0503;050315
2025;3;Castelo Branco;Covilhã;São Jorge da Beira;Mercúrio;5.0;250.0;05;0503;050318
2025;3;Castelo Branco;Covilhã;Sobral de São Miguel;LED;99.0;3865.0;05;0503;050322
2025;3;Castelo Branco;Covilhã;Sobral de São Miguel;Sódio;236.0;16940.0;05;0503;050322
2025;3;Castelo Branco;Covilhã;Tortosendo;Mercúrio;3.0;150.0;05;0503;050324
2025;3;Castelo Branco;Covilhã;Verdelhos;LED;106.0;4175.0;05;0503;050327
2025;3;Castelo Branco;Covilhã;Barco e Coutada;Sódio;682.0;53060.0;05;0503;050332
2025;3;Castelo Branco;Covilhã;Cantar-Galo e Vila do Carvalho;Mercúrio;11.0;550.0;05;0503;050333
2025;3;Castelo Branco;Covilhã;Casegas e Ourondo;Mercúrio;2.0;120.0;05;0503;050334
2025;3;Castelo Branco;Covilhã;Casegas e Ourondo;Outros/Não definido;15.0;;05;0503;050334
2025;3;Castelo Branco;Covilhã;Covilhã e Canhoso;LED;2100.0;145631.1000213623;05;0503;050335
2025;3;Castelo Branco;Covilhã;Peso e Vales do Rio;Outros/Não definido;24.0;;05;0503;050336
2025;3;Castelo Branco;Covilhã;Peso e Vales do Rio;Sódio;795.0;61190.0;05;0503;050336
2025;3;Castelo Branco;Covilhã;Teixoso e Sarzedo;Outros/Não definido;25.0;550.0;05;0503;050337
2025;3;Castelo Branco;Covilhã;Vale Formoso e Aldeia do Souto;LED;28.0;919.0;05;0503;050338
2025;3;Castelo Branco;Covilhã;Vale Formoso e Aldeia do Souto;Outros/Não definido;5.0;;05;0503;050338
2025;3;Castelo Branco;Fundão;Alcaria;LED;937.0;26932.0;05;0504;050402
2025;3;Castelo Branco;Fundão;Alcongosta;LED;406.0;10001.0;05;0504;050403
2025;3;Castelo Branco;Fundão;Lavacolhos;LED;214.0;7150.0;05;0504;050419
2025;3;Castelo Branco;Fundão;Telhado;LED;422.0;11213.0;05;0504;050427
