Trimestre;Distrito;Concelho;Freguesia;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2023T3;Lisboa;Lisboa;Lumiar;7060.0;1;11;1106;110618
2023T3;Leiria;Óbidos;Amoreira;1260.0;1;10;1012;101202
2023T3;Setúbal;Seixal;Amora;41.4;1;15;1510;151002
2023T3;Lisboa;Mafra;Carvoeira;6.9;2;11;1109;110902
2023T3;Setúbal;Almada;Laranjeiro e Feijó;2000.0;1;15;1503;150315
2023T3;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;1600.0;1;11;1110;111014
2023T3;Lisboa;Torres Vedras;Ramalhal;207.35;1;11;1113;111311
2023T3;Porto;Paços de Ferreira;Paços de Ferreira;20.7;1;13;1309;130918
2023T3;Setúbal;Palmela;Pinhal Novo;400.0;1;15;1508;150803
2023T3;Guarda;Seia;Seia, São Romão e Lapa dos Dinheiros;630.0;1;09;0912;091233
2023T3;Lisboa;Lisboa;Ajuda;100.0;1;11;1106;110601
2023T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;100.0;1;13;1308;130812
2023T3;Lisboa;Lisboa;Estrela;80.0;1;11;1106;110660
2023T3;Lisboa;Lisboa;São Domingos de Benfica;125.0;1;11;1106;110639
2023T3;Castelo Branco;Covilhã;Boidobra;150.0;1;05;0503;050305
2023T3;Braga;Braga;Nogueira, Fraião e Lamaçães;250.0;1;03;0303;030377
2023T3;Faro;Vila Real de Santo António;Vila Nova de Cacela;10.35;1;08;0816;081601
2023T3;Setúbal;Montijo;Montijo e Afonsoeiro;3750.0;1;15;1507;150710
2023T3;Lisboa;Cascais;Cascais e Estoril;17.25;1;11;1105;110508
2023T3;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;256.0;1;13;1312;131217
2023T3;Coimbra;Montemor-o-Velho;Pereira;6.9;1;06;0610;061008
2023T3;Setúbal;Palmela;Quinta do Anjo;10.35;1;15;1508;150804
2023T3;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;1630.0;1;11;1111;111128
2023T3;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;630.0;1;10;1006;100618
2023T3;Viseu;Viseu;Viseu;138.0;1;18;1823;182341
2023T3;Coimbra;Coimbra;Antuzede e Vil de Matos;6.9;1;06;0603;060332
2023T3;Aveiro;Mealhada;Mealhada, Ventosa do Bairro e Antes;160.0;1;01;0111;011109
2023T3;Bragança;Bragança;Sé, Santa Maria e Meixedo;630.0;1;04;0402;040257
2023T3;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;230.0;1;11;1110;111012
2023T3;Évora;Estremoz;Estremoz (Santa Maria e Santo André);2400.0;1;07;0704;070414
2023T3;Lisboa;Amadora;Alfragide;3200.0;1;11;1115;111512
2023T3;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;1430.0;1;15;1512;151210
2023T3;Lisboa;Oeiras;Porto Salvo;3260.0;1;11;1110;111009
2023T3;Lisboa;Oeiras;Porto Salvo;734.0;1;11;1110;111009
2023T3;Porto;Porto;Paranhos;93.0;1;13;1312;131210
2023T3;Braga;Braga;Palmeira;6.9;1;03;0303;030331
2023T3;Braga;Terras de Bouro;Vilar da Veiga;49.5;1;03;0310;031017
2023T3;Porto;Matosinhos;Matosinhos e Leça da Palmeira;6.9;1;13;1308;130812
2023T3;Braga;Braga;Priscos;13.8;1;03;0303;030336
2023T3;Castelo Branco;Covilhã;Covilhã e Canhoso;120.0;1;05;0503;050335
2023T3;Braga;Braga;Ferreiros e Gondizalves;41.4;1;03;0303;030371
2023T3;Viana do Castelo;Vila Nova de Cerveira;Vila Nova de Cerveira e Lovelhe;138.0;1;16;1610;161019
2023T3;Viana do Castelo;Caminha;Seixas;20.7;1;16;1602;160215
2023T3;Braga;Braga;Este (São Pedro e São Mamede);10.35;1;03;0303;030370
2023T3;Bragança;Alfândega da Fé;Vilares de Vilariça;6.9;1;04;0401;040120
2023T3;Porto;Porto;Ramalde;10.35;1;13;1312;131211
2023T3;Porto;Vila Nova de Gaia;Canelas;20.7;1;13;1317;131703
2023T3;Lisboa;Odivelas;Odivelas;17.25;1;11;1116;111603
2023T3;Braga;Braga;Nogueira, Fraião e Lamaçães;20.7;2;03;0303;030377
2023T3;Setúbal;Barreiro;Palhais e Coina;20.7;1;15;1504;150411
2023T3;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;6.9;1;15;1512;151210
2023T3;Aveiro;Aveiro;Esgueira;41.4;1;01;0105;010505
2023T3;Lisboa;Sintra;Massamá e Monte Abraão;13.8;1;11;1111;111125
2023T3;Braga;Braga;Este (São Pedro e São Mamede);41.4;1;03;0303;030370
2023T3;Aveiro;Santa Maria da Feira;Escapães;17.25;1;01;0109;010904
2023T3;Faro;Lagos;São Gonçalo de Lagos;10.35;1;08;0807;080708
2023T3;Setúbal;Montijo;Montijo e Afonsoeiro;6.9;1;15;1507;150710
2023T3;Braga;Vizela;Santa Eulália;6.9;1;03;0314;031401
2023T3;Braga;Vizela;Santa Eulália;13.8;1;03;0314;031401
2023T2;Leiria;Batalha;Reguengo do Fetal;13.8;1;10;1004;100402
2023T2;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;82.8;1;10;1012;101210
2023T2;Setúbal;Almada;Caparica e Trafaria;20.7;3;15;1503;150313
2023T2;Aveiro;Santa Maria da Feira;Mozelos;63.0;1;01;0109;010916
2023T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;41.4;3;16;1609;160948
2023T2;Setúbal;Seixal;Fernão Ferro;10.35;2;15;1510;151006
2023T2;Setúbal;Almada;Charneca de Caparica e Sobreda;6.9;2;15;1503;150314
2023T2;Viana do Castelo;Vila Nova de Cerveira;Vila Nova de Cerveira e Lovelhe;138.0;1;16;1610;161019
2023T2;Coimbra;Coimbra;Santa Clara e Castelo Viegas;20.7;1;06;0603;060336
2023T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;10.35;6;13;1308;130814
2023T2;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;20.7;6;15;1512;151210
2023T2;Porto;Porto;Bonfim;10.35;1;13;1312;131202
2023T2;Porto;Maia;Vila Nova da Telha;10.35;1;13;1306;130616
2023T2;Coimbra;Coimbra;Santa Clara e Castelo Viegas;6.9;2;06;0603;060336
2023T2;Bragança;Alfândega da Fé;Vilares de Vilariça;6.9;1;04;0401;040120
2023T2;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;6.9;3;11;1110;111012
2023T2;Lisboa;Lisboa;Belém;41.4;5;11;1106;110658
2023T2;Lisboa;Lisboa;São Domingos de Benfica;27.6;2;11;1106;110639
2023T2;Lisboa;Lisboa;Carnide;110.0;1;11;1106;110611
2023T2;Vila Real;Murça;Murça;20.7;1;17;1707;170705
2023T2;Lisboa;Cascais;Cascais e Estoril;10.35;5;11;1105;110508
2023T2;Porto;Valongo;Valongo;6.9;1;13;1315;131505
2023T2;Setúbal;Setúbal;Azeitão (São Lourenço e São Simão);6.9;1;15;1512;151209
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;34.5;2;13;1312;131217
2023T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);17.25;1;13;1304;130412
2023T2;Faro;Loulé;Loulé (São Sebastião);27.6;1;08;0808;080809
2023T2;Lisboa;Mafra;Malveira e São Miguel de Alcainça;6.9;2;11;1109;110921
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;34.5;2;13;1308;130812
2023T2;Porto;Porto;Paranhos;20.7;1;13;1312;131210
2023T2;Porto;Porto;Campanhã;27.6;1;13;1312;131203
2023T2;Lisboa;Sintra;Queluz e Belas;13.8;2;11;1111;111126
2023T2;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;10.35;1;01;0102;010209
2023T2;Setúbal;Barreiro;Barreiro e Lavradio;10.35;3;15;1504;150410
2023T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;60.0;1;13;1304;130415
2023T2;Lisboa;Odivelas;Ramada e Caneças;6.9;2;11;1116;111610
2023T2;Lisboa;Cascais;Carcavelos e Parede;10.35;7;11;1105;110507
2023T2;Porto;Vila Nova de Gaia;Madalena;27.6;1;13;1317;131709
2023T2;Braga;Braga;Braga (São Vicente);13.8;1;03;0303;030349
2023T2;Lisboa;Sintra;Cacém e São Marcos;10.35;1;11;1111;111124
2023T2;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;10.35;2;11;1110;111012
2023T2;Santarém;Benavente;Santo Estêvão;20.7;3;14;1405;140503
2023T2;Lisboa;Cascais;São Domingos de Rana;13.8;2;11;1105;110506
2023T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;20.7;2;13;1312;131216
2023T2;Lisboa;Lisboa;Lumiar;10.35;2;11;1106;110618
2023T2;Braga;Póvoa de Lanhoso;Serzedelo;20.7;1;03;0309;030924
2023T2;Lisboa;Cascais;Alcabideche;13.8;3;11;1105;110501
2023T2;Setúbal;Setúbal;Azeitão (São Lourenço e São Simão);10.35;4;15;1512;151209
2023T2;Lisboa;Mafra;Carvoeira;6.9;2;11;1109;110902
2023T2;Lisboa;Odivelas;Odivelas;17.25;1;11;1116;111603
2023T2;Porto;Maia;Cidade da Maia;17.25;2;13;1306;130619
2023T2;Lisboa;Sintra;Massamá e Monte Abraão;13.8;1;11;1111;111125
2023T2;Aveiro;Ovar;Ovar, S. João, Arada e S. Vicente de Pereira Jusã;80.0;1;01;0115;011509
2023T2;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;20.7;2;11;1114;111415
2023T2;Faro;Tavira;Santa Catarina da Fonte do Bispo;160.0;1;08;0814;081404
2023T2;Lisboa;Amadora;Encosta do Sol;34.5;1;11;1115;111514
2023T2;Lisboa;Odivelas;Pontinha e Famões;630.0;1;11;1116;111608
2023T2;Porto;Porto;Campanhã;68.0;1;13;1312;131203
2023T2;Évora;Évora;Malagueira e Horta das Figueiras;160.0;1;07;0705;070524
2023T2;Braga;Barcelos;Barcelos, V. Boa, V. Frescainha;200.0;1;03;0302;030293
2023T2;Guarda;Guarda;Guarda;400.0;2;09;0907;090758
2023T2;Lisboa;Sintra;Algueirão-Mem Martins;300.0;2;11;1111;111102
2023T2;Setúbal;Almada;Charneca de Caparica e Sobreda;250.0;1;15;1503;150314
2023T2;Aveiro;Vale de Cambra;Macieira de Cambra;69.0;1;01;0119;011906
2023T2;Beja;Odemira;São Teotónio;50.0;1;02;0211;021121
2023T2;Lisboa;Mafra;Malveira e São Miguel de Alcainça;95.0;1;11;1109;110921
2023T2;Faro;Loulé;Quarteira;101.8;1;08;0808;080805
2023T2;Porto;Santo Tirso;Aves;300.0;1;13;1314;131405
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;250.0;3;13;1308;130812
2023T2;Lisboa;Lisboa;Alvalade;110.0;1;11;1106;110654
2023T2;Vila Real;Montalegre;Montalegre e Padroso;45.0;1;17;1706;170638
2023T2;Coimbra;Coimbra;Santo António dos Olivais;800.0;2;06;0603;060318
2023T2;Santarém;Ourém;Nossa Senhora das Misericórdias;250.0;1;14;1421;142111
2023T2;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;200.0;1;15;1510;151007
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;945.0;1;13;1312;131217
2023T2;Porto;Porto;Ramalde;200.0;3;13;1312;131211
2023T2;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;300.0;1;15;1503;150312
2023T2;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;200.0;1;14;1418;141821
2023T2;Porto;Porto;Lordelo do Ouro e Massarelos;250.0;1;13;1312;131218
2023T2;Lisboa;Vila Franca de Xira;Alhandra, São João dos Montes e Calhandriz;400.0;1;11;1114;111412
2023T2;Setúbal;Barreiro;Palhais e Coina;160.0;1;15;1504;150411
2023T2;Faro;Alcoutim;Alcoutim e Pereiro;41.4;1;08;0802;080206
2023T2;Santarém;Benavente;Samora Correia;250.0;1;14;1405;140502
2023T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;200.0;2;16;1609;160948
2023T2;Guarda;Manteigas;Manteigas (São Pedro);400.0;1;09;0908;090803
2023T2;Beja;Ourique;Ourique;300.0;1;02;0212;021203
2023T2;Porto;Vila Nova de Gaia;Avintes;200.0;1;13;1317;131702
2023T2;Faro;Loulé;Salir;46.0;1;08;0808;080807
2023T2;Setúbal;Almada;Charneca de Caparica e Sobreda;20.7;4;15;1503;150314
2023T2;Vila Real;Ribeira de Pena;Santa Marinha;20000.0;1;17;1709;170906
2023T2;Aveiro;Aveiro;Esgueira;472.5;1;01;0105;010505
2023T2;Setúbal;Palmela;Pinhal Novo;200.0;1;15;1508;150803
2023T2;Lisboa;Alenquer;Carregado e Cadafais;300.0;1;11;1101;110120
2023T2;Vila Real;Chaves;Santa Maria Maior;630.0;2;17;1703;170350
2023T2;Viana do Castelo;Valença;Valença, Cristelo Covo e Arão;630.0;1;16;1608;160820
2023T2;Braga;Braga;Nogueira, Fraião e Lamaçães;750.0;1;03;0303;030377
2023T2;Porto;Matosinhos;Custóias, Leça do Balio e Guifões;160.0;1;13;1308;130811
2023T2;Porto;Porto;Ramalde;1250.0;1;13;1312;131211
2023T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;1680.0;1;13;1304;130415
2023T2;Lisboa;Oeiras;Barcarena;20.7;1;11;1110;111002
2023T2;Coimbra;Coimbra;Eiras e São Paulo de Frades;200.0;1;06;0603;060335
2023T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;1600.0;1;13;1308;130814
2023T2;Castelo Branco;Fundão;Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo;41.4;3;05;0504;050434
2023T2;Lisboa;Lisboa;Belém;17.25;1;11;1106;110658
2023T2;Lisboa;Lisboa;Misericórdia;472.5;1;11;1106;110661
2023T2;Porto;Porto;Ramalde;315.0;1;13;1312;131211
2023T2;Évora;Évora;Malagueira e Horta das Figueiras;630.0;2;07;0705;070524
2023T2;Coimbra;Coimbra;Santa Clara e Castelo Viegas;10.35;1;06;0603;060336
2023T2;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;300.0;1;04;0405;040520
2023T2;Lisboa;Lisboa;Parque das Nações;630.0;4;11;1106;110662
2023T2;Setúbal;Palmela;Quinta do Anjo;630.0;1;15;1508;150804
2023T2;Coimbra;Figueira da Foz;Buarcos e São Julião;110.0;1;06;0605;060520
2023T2;Lisboa;Odivelas;Odivelas;200.0;1;11;1116;111603
2023T2;Setúbal;Barreiro;Palhais e Coina;80.0;1;15;1504;150411
2023T2;Coimbra;Arganil;Arganil;41.4;1;06;0601;060102
2023T2;Braga;Barcelos;Barcelos, V. Boa, V. Frescainha;250.0;1;03;0302;030293
2023T2;Évora;Vendas Novas;Vendas Novas;200.0;1;07;0712;071201
2023T2;Braga;Braga;Braga (Maximinos, Sé e Cividade);49.0;1;03;0303;030364
2023T2;Porto;Amarante;Amarante (São Gonçalo), Madalena, Cepelos e Gatão;200.0;2;13;1301;130142
2023T2;Lisboa;Mafra;Ericeira;200.0;1;11;1109;110906
2023T2;Lisboa;Lisboa;Penha de França;200.0;1;11;1106;110663
2023T2;Braga;Guimarães;Urgezes;138.0;1;03;0308;030871
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;630.0;2;11;1111;111128
2023T2;Viana do Castelo;Valença;Valença, Cristelo Covo e Arão;100.0;1;16;1608;160820
2023T2;Lisboa;Mafra;Ericeira;800.0;1;11;1109;110906
2023T2;Lisboa;Oeiras;Carnaxide e Queijas;300.0;1;11;1110;111013
2023T2;Porto;Porto;Paranhos;200.0;2;13;1312;131210
2023T2;Porto;Vila Nova de Gaia;Canidelo;630.0;1;13;1317;131704
2023T2;Setúbal;Grândola;Carvalhal;20.7;1;15;1505;150505
2023T2;Santarém;Entroncamento;São João Baptista;41.4;1;14;1410;141001
2023T2;Lisboa;Mafra;Mafra;250.0;1;11;1109;110909
2023T2;Lisboa;Sintra;Agualva e Mira-Sintra;69.0;1;11;1111;111122
2023T2;Vila Real;Ribeira de Pena;Salvador e Santo Aleixo de Além-Tâmega;400.0;1;17;1709;170909
2023T2;Porto;Vila do Conde;Vila do Conde;200.0;1;13;1316;131628
2023T2;Lisboa;Sintra;Rio de Mouro;200.0;1;11;1111;111108
2023T2;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;55.0;2;13;1317;131730
2023T2;Bragança;Mirandela;Mirandela;1600.0;1;04;0407;040721
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;49.0;1;13;1308;130812
2023T2;Coimbra;Figueira da Foz;Buarcos e São Julião;200.0;1;06;0605;060520
2023T2;Faro;São Brás de Alportel;São Brás de Alportel;41.4;1;08;0812;081201
2023T2;Setúbal;Alcochete;Alcochete;10.35;1;15;1502;150201
2023T2;Lisboa;Lisboa;Olivais;200.0;2;11;1106;110633
2023T2;Faro;Vila Real de Santo António;Monte Gordo;41.4;1;08;0816;081603
2023T2;Viseu;Vila Nova de Paiva;Vila Nova de Paiva, Alhais e Fráguas;100.0;1;18;1822;182208
2023T2;Porto;Maia;Águas Santas;200.0;1;13;1306;130601
2023T2;Porto;Maia;Moreira;472.5;1;13;1306;130609
2023T2;Braga;Vila Nova de Famalicão;Antas e Abade de Vermoim;250.0;1;03;0312;031250
2023T2;Faro;Portimão;Portimão;41.4;1;08;0811;081103
2023T2;Faro;Loulé;Quarteira;41.4;3;08;0808;080805
2023T2;Setúbal;Almada;Charneca de Caparica e Sobreda;630.0;2;15;1503;150314
2023T2;Setúbal;Setúbal;Azeitão (São Lourenço e São Simão);20.7;6;15;1512;151209
2023T2;Viseu;Tondela;Tondela e Nandufe;13.8;3;18;1821;182132
2023T2;Évora;Vendas Novas;Vendas Novas;41.4;1;07;0712;071201
2023T2;Faro;Loulé;Boliqueime;46.0;1;08;0808;080804
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;400.0;1;13;1308;130812
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;110.0;1;13;1312;131217
2023T2;Braga;Vila Verde;Vila Verde e Barbudo;300.0;1;03;0313;031370
2023T2;Lisboa;Lisboa;Parque das Nações;55.0;1;11;1106;110662
2023T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;100.0;2;13;1317;131727
2023T2;Vila Real;Valpaços;Valpaços e Sanfins;34.5;1;17;1712;171236
2023T2;Porto;Paredes;Paredes;20.7;1;13;1310;131025
2023T2;Lisboa;Lisboa;Misericórdia;160.0;2;11;1106;110661
2023T2;Porto;Vila Nova de Gaia;Mafamude e Vilar do Paraíso;250.0;1;13;1317;131727
2023T2;Lisboa;Vila Franca de Xira;Alverca do Ribatejo e Sobralinho;250.0;1;11;1114;111413
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;60.0;2;11;1111;111128
2023T2;Viana do Castelo;Viana do Castelo;Mazarefes e Vila Fria;630.0;1;16;1609;160944
2023T2;Porto;Valongo;Ermesinde;400.0;3;13;1315;131503
2023T2;Lisboa;Lisboa;Misericórdia;937.5;1;11;1106;110661
2023T2;Porto;Maia;Cidade da Maia;250.0;2;13;1306;130619
2023T2;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;300.0;1;01;0102;010209
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;200.0;1;13;1308;130812
2023T2;Aveiro;Aveiro;Glória e Vera Cruz;50.0;1;01;0105;010517
2023T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;200.0;1;13;1304;130415
2023T2;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;200.0;1;15;1512;151210
2023T2;Leiria;Óbidos;Vau;473.0;1;10;1012;101207
2023T2;Leiria;Leiria;Marrazes e Barosa;182.0;1;10;1009;100934
2023T2;Lisboa;Lisboa;Santo António;264.0;1;11;1106;110666
2023T2;Aveiro;Águeda;Águeda e Borralha;1000.0;1;01;0101;010121
2023T2;Lisboa;Amadora;Encosta do Sol;60.0;1;11;1115;111514
2023T2;Faro;Loulé;Almancil;46.0;2;08;0808;080801
2023T2;Lisboa;Mafra;Venda do Pinheiro e Santo Estêvão das Galés;50.0;1;11;1109;110922
2023T2;Porto;Porto;Lordelo do Ouro e Massarelos;630.0;3;13;1312;131218
2023T2;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;600.0;1;10;1012;101210
2023T2;Porto;Porto;Lordelo do Ouro e Massarelos;472.5;1;13;1312;131218
2023T2;Porto;Porto;Lordelo do Ouro e Massarelos;400.0;4;13;1312;131218
2023T2;Porto;Porto;Paranhos;300.0;1;13;1312;131210
2023T2;Leiria;Marinha Grande;Marinha Grande;200.0;1;10;1010;101001
2023T2;Lisboa;Sintra;Casal de Cambra;200.0;1;11;1111;111115
2023T2;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;200.0;1;11;1113;111326
2023T2;Lisboa;Lisboa;Carnide;41.4;2;11;1106;110611
2023T2;Braga;Braga;Vilaça e Fradelos;6.9;1;03;0303;030381
2023T2;Vila Real;Chaves;Santa Cruz/Trindade e Sanjurge;300.0;1;17;1703;170358
2023T2;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;200.0;1;15;1501;150107
2023T2;Faro;Albufeira;Albufeira e Olhos de Água;1260.0;2;08;0801;080106
2023T2;Faro;Faro;Santa Bárbara de Nexe;41.4;1;08;0805;080503
2023T2;Lisboa;Lisboa;Arroios;375.0;1;11;1106;110656
2023T2;Leiria;Leiria;Marrazes e Barosa;250.0;3;10;1009;100934
2023T2;Faro;Loulé;Loulé (São Clemente);750.0;1;08;0808;080808
2023T2;Vila Real;Vila Real;Vila Real;100.0;2;17;1714;171438
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;800.0;1;11;1111;111128
2023T2;Santarém;Salvaterra de Magos;Marinhais;200.0;1;14;1415;141502
2023T2;Faro;Aljezur;Odeceixe;41.4;1;08;0803;080303
2023T2;Leiria;Caldas da Rainha;Nossa Senhora do Pópulo, Coto e São Gregório;27.6;3;10;1006;100617
2023T2;Porto;Maia;Águas Santas;300.0;1;13;1306;130601
2023T2;Aveiro;Espinho;Espinho;400.0;1;01;0107;010702
2023T2;Faro;Lagoa;Lagoa e Carvoeiro;41.4;1;08;0806;080608
2023T2;Aveiro;São João da Madeira;São João da Madeira;250.0;1;01;0116;011601
2023T2;Évora;Estremoz;Estremoz (Santa Maria e Santo André);41.4;1;07;0704;070414
2023T2;Faro;Loulé;Salir;72.0;1;08;0808;080807
2023T2;Lisboa;Lisboa;Alcântara;49.0;1;11;1106;110602
2023T2;Lisboa;Cascais;Cascais e Estoril;250.0;3;11;1105;110508
2023T2;Coimbra;Coimbra;São Martinho de Árvore e Lamarosa;13.8;1;06;0603;060337
2023T2;Castelo Branco;Castelo Branco;Castelo Branco;2230.0;1;05;0502;050205
2023T2;Lisboa;Amadora;Mina de Água;300.0;1;11;1115;111516
2023T2;Faro;Portimão;Alvor;300.0;2;08;0811;081101
2023T2;Porto;Valongo;Valongo;41.4;1;13;1315;131505
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;473.0;1;11;1111;111128
2023T2;Lisboa;Sobral de Monte Agraço;Sobral de Monte Agraço;41.4;1;11;1112;111203
2023T2;Leiria;Marinha Grande;Marinha Grande;250.0;2;10;1010;101001
2023T2;Faro;Alcoutim;Martim Longo;41.4;1;08;0802;080203
2023T2;Évora;Évora;Bacelo e Senhora da Saúde;100.0;1;07;0705;070522
2023T2;Vila Real;Chaves;São Pedro de Agostém;100.0;1;17;1703;170333
2023T2;Braga;Vila Nova de Famalicão;Ribeirão;300.0;1;03;0312;031235
2023T2;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;180.0;1;15;1503;150312
2023T2;Lisboa;Sintra;Cacém e São Marcos;115.0;1;11;1111;111124
2023T2;Porto;Valongo;Ermesinde;300.0;1;13;1315;131503
2023T2;Lisboa;Sintra;Rio de Mouro;250.0;2;11;1111;111108
2023T2;Santarém;Golegã;Golegã;125.0;1;14;1412;141202
2023T2;Leiria;Pombal;Pombal;200.0;1;10;1015;101509
2023T2;Aveiro;São João da Madeira;São João da Madeira;472.5;1;01;0116;011601
2023T2;Lisboa;Azambuja;Manique do Intendente, V. N. de S. Pedro e Maçussa;6.9;1;11;1103;110310
2023T2;Coimbra;Coimbra;Sé Nova, Santa Cruz, Almedina e São Bartolomeu;27.6;1;06;0603;060334
2023T2;Braga;Braga;Braga (Maximinos, Sé e Cividade);27.6;1;03;0303;030364
2023T2;Braga;Braga;Este (São Pedro e São Mamede);10.35;1;03;0303;030370
2023T2;Lisboa;Sintra;Algueirão-Mem Martins;13.8;1;11;1111;111102
2023T2;Lisboa;Cascais;São Domingos de Rana;6.9;2;11;1105;110506
2023T2;Porto;Amarante;Lufrei;6.9;1;13;1301;130121
2023T2;Viseu;Resende;Barrô;6.9;1;18;1813;181302
2023T2;Porto;Paços de Ferreira;Carvalhosa;2814.7;1;13;1309;130902
2023T2;Porto;Maia;Castêlo da Maia;400.0;1;13;1306;130618
2023T2;Lisboa;Cascais;Alcabideche;10.35;6;11;1105;110501
2023T2;Lisboa;Vila Franca de Xira;Alverca do Ribatejo e Sobralinho;630.0;1;11;1114;111413
2023T2;Lisboa;Cascais;Cascais e Estoril;630.0;3;11;1105;110508
2023T2;Lisboa;Lisboa;Arroios;157.0;1;11;1106;110656
2023T2;Lisboa;Sintra;Queluz e Belas;10.35;2;11;1111;111126
2023T2;Setúbal;Barreiro;Barreiro e Lavradio;6.9;1;15;1504;150410
2023T2;Lisboa;Lisboa;Olivais;110.0;1;11;1106;110633
2023T2;Setúbal;Almada;Laranjeiro e Feijó;5000.0;1;15;1503;150315
2023T2;Viseu;Penalva do Castelo;Ínsua;41.4;2;18;1811;181105
2023T2;Évora;Estremoz;Estremoz (Santa Maria e Santo André);400.0;1;07;0704;070414
2023T2;Coimbra;Coimbra;Santa Clara e Castelo Viegas;1400.0;1;06;0603;060336
2023T2;Lisboa;Mafra;Mafra;6.9;1;11;1109;110909
2023T2;Lisboa;Lisboa;Parque das Nações;50.0;1;11;1106;110662
2023T2;Braga;Braga;Braga (São Vicente);41.4;1;03;0303;030349
2023T2;Faro;Loulé;Quarteira;1000.0;1;08;0808;080805
2023T2;Porto;Valongo;Campo e Sobrado;250.0;1;13;1315;131506
2023T2;Coimbra;Figueira da Foz;Buarcos e São Julião;1250.0;1;06;0605;060520
2023T2;Setúbal;Setúbal;Setúbal (São Sebastião);115.0;1;15;1512;151205
2023T2;Vila Real;Chaves;Outeiro Seco;140.0;1;17;1703;170321
2023T2;Braga;Fafe;Regadas;10.35;1;03;0307;030723
2023T2;Coimbra;Figueira da Foz;Tavarede;6.9;1;06;0605;060512
2023T2;Aveiro;Oliveira de Azeméis;O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail;400.0;1;01;0113;011321
2023T2;Setúbal;Palmela;Pinhal Novo;400.0;1;15;1508;150803
2023T2;Lisboa;Cascais;Carcavelos e Parede;155.0;1;11;1105;110507
