Trimestre;Distrito;Concelho;Freguesia;Potência Máxima Admissível (kW);Pontos de ligação para instalações de PCVE;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2023T2;Braga;Braga;Braga (São Vítor);180.0;1;03;0303;030351
2023T2;Lisboa;Odivelas;Odivelas;4800.0;1;11;1116;111603
2023T2;Bragança;Freixo de Espada À Cinta;Freixo de Espada à Cinta e Mazouco;137.0;1;04;0404;040407
2023T2;Faro;Portimão;Portimão;94.0;1;08;0811;081103
2023T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;400.0;1;13;1304;130415
2023T2;Faro;Loulé;Almancil;1260.0;1;08;0808;080801
2023T2;Viseu;Viseu;Viseu;138.0;1;18;1823;182341
2023T2;Lisboa;Lisboa;Santa Maria Maior;160.0;1;11;1106;110665
2023T2;Castelo Branco;Fundão;Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo;400.0;2;05;0504;050434
2023T2;Lisboa;Lisboa;Lumiar;100.0;1;11;1106;110618
2023T2;Beja;Aljustrel;São João de Negrilhos;110.0;1;02;0201;020104
2023T2;Lisboa;Cascais;Cascais e Estoril;1260.0;2;11;1105;110508
2023T2;Lisboa;Lisboa;Santo António;250.0;1;11;1106;110666
2023T2;Vila Real;Mondim de Basto;São Cristóvão de Mondim de Basto;630.0;1;17;1705;170505
2023T2;Lisboa;Cascais;Cascais e Estoril;2000.0;1;11;1105;110508
2023T2;Lisboa;Lisboa;Ajuda;100.0;1;11;1106;110601
2023T2;Lisboa;Oeiras;Barcarena;13.8;2;11;1110;111002
2023T2;Braga;Braga;Celeirós, Aveleda e Vimieiro;6.9;1;03;0303;030367
2023T2;Leiria;Porto de Mós;Alvados e Alcaria;100.0;1;10;1016;101615
2023T2;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;400.0;1;07;0711;071104
2023T2;Lisboa;Lisboa;Parque das Nações;130.0;1;11;1106;110662
2023T2;Beja;Aljustrel;São João de Negrilhos;178.0;1;02;0201;020104
2023T2;Braga;Amares;Amares e Figueiredo;10.35;1;03;0301;030125
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;400.0;3;11;1110;111014
2023T2;Lisboa;Odivelas;Odivelas;66.0;1;11;1116;111603
2023T2;Lisboa;Lisboa;Olivais;397.6;1;11;1106;110633
2023T2;Lisboa;Lisboa;Areeiro;116.0;1;11;1106;110655
2023T2;Santarém;Alcanena;Alcanena e Vila Moreira;630.0;2;14;1402;140211
2023T2;Vila Real;Vila Real;Vila Real;3750.0;1;17;1714;171438
2023T2;Évora;Montemor-o-Novo;N. S. da Vila, N. S. do Bispo e Silveiras;20.7;1;07;0706;070612
2023T2;Beja;Castro Verde;Castro Verde e Casével;250.0;1;02;0206;020606
2023T2;Braga;Braga;Nogueira, Fraião e Lamaçães;250.0;1;03;0303;030377
2023T2;Lisboa;Amadora;Venteira;150.0;1;11;1115;111517
2023T2;Lisboa;Lisboa;São Domingos de Benfica;66.0;3;11;1106;110639
2023T2;Lisboa;Lisboa;Parque das Nações;13.8;1;11;1106;110662
2023T2;Porto;Vila do Conde;Modivas;1260.0;1;13;1316;131617
2023T2;Lisboa;Lisboa;Olivais;70.0;1;11;1106;110633
2023T2;Lisboa;Lisboa;São Domingos de Benfica;125.0;1;11;1106;110639
2023T2;Lisboa;Lisboa;Arroios;400.0;2;11;1106;110656
2023T2;Porto;Santo Tirso;Aves;400.0;2;13;1314;131405
2023T2;Faro;Loulé;Almancil;1600.0;1;08;0808;080801
2023T2;Santarém;Salvaterra de Magos;Salvaterra de Magos e Foros de Salvaterra;6.9;1;14;1415;141508
2023T2;Viseu;Viseu;Viseu;1000.0;1;18;1823;182341
2023T2;Lisboa;Lisboa;Parque das Nações;100.0;1;11;1106;110662
2023T2;Setúbal;Barreiro;Santo António da Charneca;17.25;1;15;1504;150407
2023T2;Viseu;Viseu;São João de Lourosa;69.0;2;18;1823;182327
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;4000.0;1;13;1308;130812
2023T2;Faro;Portimão;Portimão;250.0;1;08;0811;081103
2023T2;Leiria;Peniche;Peniche;1000.0;1;10;1014;101407
2023T2;Leiria;Alcobaça;Benedita;200.0;1;10;1001;100105
2023T2;Viseu;Tondela;Molelos;630.0;1;18;1821;182111
2023T2;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;160.0;2;10;1009;100933
2023T2;Vila Real;Alijó;Alijó;200.0;1;17;1701;170101
2023T2;Lisboa;Torres Vedras;Turcifal;10.35;1;11;1113;111317
2023T2;Setúbal;Alcochete;São Francisco;10.35;1;15;1502;150203
2023T2;Porto;Porto;Ramalde;115.0;1;13;1312;131211
2023T2;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;1750.0;1;15;1510;151007
2023T2;Coimbra;Cantanhede;Tocha;2000.0;1;06;0602;060214
2023T2;Braga;Vizela;Caldas de Vizela (São Miguel e São João);400.0;1;03;0314;031408
2023T2;Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;27.6;1;11;1102;110202
2023T2;Viana do Castelo;Melgaço;Vila e Roussas;250.0;1;16;1603;160323
2023T2;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;13.8;1;15;1504;150409
2023T2;Leiria;Leiria;Parceiros e Azoia;10.35;1;10;1009;100937
2023T2;Castelo Branco;Castelo Branco;Castelo Branco;1600.0;1;05;0502;050205
2023T2;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;300.0;1;07;0714;071406
2023T2;Lisboa;Loures;Loures;6.9;1;11;1107;110707
2023T2;Faro;Albufeira;Ferreiras;400.0;1;08;0801;080104
2023T2;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;6.9;1;11;1113;111326
2023T2;Aveiro;Aveiro;Cacia;150.0;2;01;0105;010502
2023T2;Aveiro;Ílhavo;Gafanha da Nazaré;1250.0;1;01;0110;011006
2023T2;Lisboa;Cascais;Carcavelos e Parede;20.7;4;11;1105;110507
2023T2;Santarém;Salvaterra de Magos;Marinhais;630.0;1;14;1415;141502
2023T2;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;10.35;1;15;1510;151007
2023T2;Braga;Braga;Ferreiros e Gondizalves;131.1;1;03;0303;030371
2023T2;Viana do Castelo;Vila Nova de Cerveira;Vila Nova de Cerveira e Lovelhe;500.0;1;16;1610;161019
2023T2;Porto;Paredes;Lordelo;250.0;1;13;1310;131013
2023T2;Lisboa;Loures;Sacavém e Prior Velho;400.0;2;11;1107;110727
2023T2;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;20.7;1;01;0109;010936
2023T2;Setúbal;Seixal;Amora;6.9;1;15;1510;151002
2023T2;Lisboa;Sintra;S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim;130.0;1;11;1111;111128
2023T2;Guarda;Almeida;Vilar Formoso;75.0;1;09;0902;090229
2023T2;Beja;Odemira;São Salvador e Santa Maria;149.3;1;02;0211;021120
2023T2;Vila Real;Mondim de Basto;São Cristóvão de Mondim de Basto;41.4;1;17;1705;170505
2023T2;Setúbal;Grândola;Grândola e Santa Margarida da Serra;473.0;2;15;1505;150506
2023T2;Lisboa;Arruda dos Vinhos;S. Tiago dos Velhos;41.4;1;11;1102;110204
2023T2;Viseu;Santa Comba Dão;Santa Comba Dão e Couto do Mosteiro;50.0;1;18;1814;181411
2023T2;Viana do Castelo;Arcos de Valdevez;Arcos de Valdevez (São Paio) e Giela;41.4;1;16;1601;160153
2023T2;Leiria;Marinha Grande;Marinha Grande;41.4;1;10;1010;101001
2023T2;Leiria;Ansião;Ansião;41.4;1;10;1003;100309
2023T2;Setúbal;Moita;Moita;160.0;1;15;1506;150603
2023T2;Beja;Ourique;Ourique;41.4;1;02;0212;021203
2023T2;Lisboa;Oeiras;Carnaxide e Queijas;1000.0;1;11;1110;111013
2023T2;Faro;Portimão;Alvor;400.0;1;08;0811;081101
2023T2;Viana do Castelo;Melgaço;Vila e Roussas;41.4;1;16;1603;160323
2023T2;Lisboa;Vila Franca de Xira;Póvoa de Santa Iria e Forte da Casa;41.4;1;11;1114;111415
2023T2;Lisboa;Vila Franca de Xira;Vialonga;300.0;2;11;1114;111408
2023T2;Setúbal;Montijo;Montijo e Afonsoeiro;250.0;1;15;1507;150710
2023T2;Coimbra;Coimbra;Taveiro, Ameal e Arzila;75.0;1;06;0603;060340
2023T2;Lisboa;Lisboa;Campo de Ourique;630.0;1;11;1106;110659
2023T2;Faro;Portimão;Portimão;10.35;1;08;0811;081103
2023T2;Lisboa;Oeiras;Porto Salvo;172.0;1;11;1110;111009
2023T2;Coimbra;Coimbra;Eiras e São Paulo de Frades;100.0;1;06;0603;060335
2023T2;Santarém;Torres Novas;Torres Novas (São Pedro), Lapas e Ribeira Branca;41.4;1;14;1419;141921
2023T2;Leiria;Nazaré;Nazaré;250.0;1;10;1011;101102
2023T2;Coimbra;Coimbra;Taveiro, Ameal e Arzila;41.4;2;06;0603;060340
2023T2;Setúbal;Palmela;Quinta do Anjo;10.35;1;15;1508;150804
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;138.0;1;13;1308;130812
2023T2;Setúbal;Montijo;Montijo e Afonsoeiro;75.0;1;15;1507;150710
2023T2;Porto;Trofa;Bougado (São Martinho e Santiago);93.0;1;13;1318;131810
2023T2;Faro;Silves;Silves;41.4;1;08;0813;081307
2023T2;Guarda;Guarda;Guarda;90.0;1;09;0907;090758
2023T2;Aveiro;Aveiro;Esgueira;1000.0;1;01;0105;010505
2023T2;Faro;São Brás de Alportel;São Brás de Alportel;250.0;2;08;0812;081201
2023T2;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;300.0;1;11;1107;110730
2023T2;Porto;Paredes;Gandra;110.4;1;13;1310;131011
2023T2;Porto;Penafiel;Cabeça Santa;400.0;1;13;1311;131104
2023T2;Aveiro;Arouca;Arouca e Burgo;42.0;1;01;0104;010421
2023T2;Braga;Braga;Ferreiros e Gondizalves;315.0;1;03;0303;030371
2023T2;Aveiro;Espinho;Espinho;150.0;1;01;0107;010702
2023T2;Aveiro;Aveiro;Glória e Vera Cruz;120.0;1;01;0105;010517
2023T2;Lisboa;Odivelas;Ramada e Caneças;300.0;1;11;1116;111610
2023T2;Castelo Branco;Sertã;Cumeada e Marmeleiro;75.0;1;05;0509;050916
2023T2;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;41.4;1;04;0405;040520
2023T2;Lisboa;Sintra;São João das Lampas e Terrugem;100.0;2;11;1111;111127
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;140.0;1;13;1308;130812
2023T2;Braga;Guimarães;Azurém;50.0;1;03;0308;030804
2023T2;Lisboa;Amadora;Mina de Água;41.4;1;11;1115;111516
2023T2;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;41.4;1;15;1501;150107
2023T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);100.0;1;13;1304;130412
2023T2;Porto;Porto;Lordelo do Ouro e Massarelos;150.0;1;13;1312;131218
2023T2;Lisboa;Lourinhã;Lourinhã e Atalaia;41.4;3;11;1108;110812
2023T2;Évora;Arraiolos;Arraiolos;41.4;1;07;0702;070201
2023T2;Lisboa;Sintra;Queluz e Belas;93.0;1;11;1111;111126
2023T2;Viana do Castelo;Viana do Castelo;Darque;50.0;1;16;1609;160911
2023T2;Braga;Braga;Palmeira;10.35;1;03;0303;030331
2023T2;Viseu;Mangualde;Mangualde, Mesquitela e Cunha Alta;130.0;1;18;1806;180619
2023T2;Lisboa;Oeiras;Porto Salvo;192.0;1;11;1110;111009
2023T2;Lisboa;Loures;Sacavém e Prior Velho;195.0;1;11;1107;110727
2023T2;Coimbra;Figueira da Foz;Vila Verde;93.0;1;06;0605;060513
2023T2;Porto;Porto;Aldoar, Foz do Douro e Nevogilde;93.0;1;13;1312;131216
2023T2;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;630.0;3;10;1009;100933
2023T2;Setúbal;Seixal;Seixal, Arrentela e Aldeia de Paio Pires;41.4;2;15;1510;151007
2023T2;Lisboa;Lisboa;Olivais;630.0;1;11;1106;110633
2023T2;Setúbal;Barreiro;Alto do Seixalinho, Santo André e Verderena;75.0;1;15;1504;150409
2023T2;Aveiro;Mealhada;Mealhada, Ventosa do Bairro e Antes;300.0;1;01;0111;011109
2023T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);140.0;1;13;1304;130412
2023T2;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;472.5;1;03;0312;031260
2023T2;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;100.0;1;01;0109;010935
2023T2;Aveiro;Anadia;Arcos e Mogofores;41.4;1;01;0103;010317
2023T2;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;140.0;1;11;1113;111326
2023T2;Beja;Serpa;Serpa (Salvador e Santa Maria);134.0;1;02;0213;021308
2023T2;Coimbra;Tábua;Tábua;34.5;1;06;0616;061614
2023T2;Setúbal;Alcácer do Sal;Santa Maria do Castelo e Santiago e Santa Susana;472.5;2;15;1501;150107
2023T2;Lisboa;Cascais;São Domingos de Rana;300.0;1;11;1105;110506
2023T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;250.0;1;13;1304;130415
2023T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;94.0;1;16;1609;160948
2023T2;Viseu;Sátão;Sátão;41.4;1;18;1817;181710
2023T2;Portalegre;Alter do Chão;Alter do Chão;400.0;1;12;1201;120101
2023T2;Setúbal;Palmela;Quinta do Anjo;41.4;1;15;1508;150804
2023T2;Coimbra;Figueira da Foz;Tavarede;60.0;1;06;0605;060512
2023T2;Porto;Felgueiras;Margaride, Várzea, Lagares, Varziela e Moure;75.0;1;13;1303;130335
2023T2;Faro;Lagos;São Gonçalo de Lagos;630.0;2;08;0807;080708
2023T2;Setúbal;Seixal;Amora;473.0;1;15;1510;151002
2023T2;Braga;Vila Verde;Vila Verde e Barbudo;41.4;1;03;0313;031370
2023T2;Aveiro;Aveiro;Aradas;75.0;1;01;0105;010501
2023T2;Viana do Castelo;Ponte de Lima;Arcozelo;90.0;1;16;1607;160704
2023T2;Bragança;Vimioso;Vimioso;41.4;1;04;0411;041114
2023T2;Faro;Lagoa;Estômbar e Parchal;45.0;1;08;0806;080607
2023T2;Porto;Lousada;Cristelos, Boim e Ordem;100.0;1;13;1305;130528
2023T2;Coimbra;Condeixa-a-Nova;Condeixa-a-Velha e Condeixa-a-Nova;41.4;1;06;0604;060411
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;93.0;10;11;1110;111014
2023T2;Lisboa;Cascais;Alcabideche;44.0;1;11;1105;110501
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;99.0;1;13;1312;131217
2023T2;Santarém;Santarém;União das freguesias da cidade de Santarém;41.4;3;14;1416;141633
2023T2;Faro;Albufeira;Paderne;41.4;1;08;0801;080103
2023T2;Setúbal;Moita;Baixa da Banheira e Vale da Amoreira;160.0;1;15;1506;150607
2023T2;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;10.35;1;01;0109;010935
2023T2;Lisboa;Arruda dos Vinhos;Arranhó;41.4;1;11;1102;110201
2023T2;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;20.7;6;10;1009;100933
2023T2;Braga;Vila Verde;Vila de Prado;93.0;1;03;0313;031342
2023T2;Porto;Penafiel;Castelões;600.0;1;13;1311;131107
2023T2;Faro;Albufeira;Albufeira e Olhos de Água;93.0;1;08;0801;080106
2023T2;Santarém;Santarém;Casével e Vaqueiros;473.0;1;14;1416;141631
2023T2;Guarda;Aguiar da Beira;Pinheiro;20.7;1;09;0901;090110
2023T2;Viana do Castelo;Monção;Mazedo e Cortes;137.0;1;16;1604;160436
2023T2;Braga;Terras de Bouro;Rio Caldo;41.4;1;03;0310;031013
2023T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;99.0;1;13;1313;131315
2023T2;Porto;Paredes;Cete;132.0;1;13;1310;131008
2023T2;Lisboa;Lisboa;Avenidas Novas;12000.0;1;11;1106;110657
2023T2;Guarda;Pinhel;Pinhel;41.4;1;09;0910;091017
2023T2;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;41.4;2;01;0109;010936
2023T2;Coimbra;Figueira da Foz;Tavarede;800.0;1;06;0605;060512
2023T2;Porto;Porto;Campanhã;100.0;1;13;1312;131203
2023T2;Santarém;Alpiarça;Alpiarça;41.4;1;14;1404;140401
2023T2;Leiria;Pombal;Redinha;600.0;2;10;1015;101510
2023T2;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;400.0;1;10;1012;101210
2023T2;Braga;Vieira do Minho;Vieira do Minho;41.4;1;03;0311;031120
2023T2;Lisboa;Lisboa;Parque das Nações;800.0;1;11;1106;110662
2023T2;Guarda;Sabugal;Sabugal e Aldeia de Santo António;160.0;1;09;0911;091145
2023T2;Lisboa;Mafra;Santo Isidoro;187.5;1;11;1109;110913
2023T2;Lisboa;Cascais;São Domingos de Rana;69.0;1;11;1105;110506
2023T2;Braga;Barcelos;Arcozelo;49.5;1;03;0302;030209
2023T2;Vila Real;Chaves;Vidago, Arcossó, Selhariz, Vilarinho Paranheiras;2000.0;1;17;1703;170361
2023T2;Porto;Maia;Águas Santas;88.0;1;13;1306;130601
2023T2;Setúbal;Alcochete;Samouco;138.0;2;15;1502;150202
2023T2;Lisboa;Lisboa;Santo António;132.0;1;11;1106;110666
2023T2;Viana do Castelo;Ponte de Lima;Refóios do Lima;630.0;1;16;1607;160737
2023T2;Setúbal;Seixal;Fernão Ferro;400.0;1;15;1510;151006
2023T2;Leiria;Leiria;Parceiros e Azoia;66.0;1;10;1009;100937
2023T2;Santarém;Santarém;Casével e Vaqueiros;400.0;1;14;1416;141631
2023T2;Viseu;Penedono;Penedono e Granja;41.4;1;18;1812;181211
2023T2;Leiria;Nazaré;Nazaré;41.4;6;10;1011;101102
2023T2;Guarda;Almeida;Vilar Formoso;160.0;1;09;0902;090229
2023T2;Aveiro;São João da Madeira;São João da Madeira;49.5;1;01;0116;011601
2023T2;Porto;Porto;Campanhã;152.2;1;13;1312;131203
2023T2;Lisboa;Lisboa;Parque das Nações;1250.0;1;11;1106;110662
2023T2;Lisboa;Cascais;Cascais e Estoril;132.0;2;11;1105;110508
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;207.0;1;11;1110;111014
2023T2;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;630.0;1;15;1503;150312
2023T2;Porto;Porto;Bonfim;630.0;1;13;1312;131202
2023T2;Faro;Albufeira;Albufeira e Olhos de Água;2500.0;1;08;0801;080106
2023T2;Leiria;Peniche;Peniche;630.0;1;10;1014;101407
2023T2;Faro;Albufeira;Albufeira e Olhos de Água;345.0;1;08;0801;080106
2023T2;Lisboa;Lisboa;Arroios;2850.0;1;11;1106;110656
2023T2;Setúbal;Palmela;Pinhal Novo;93.0;1;15;1508;150803
2023T2;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;250.0;1;13;1308;130814
2023T2;Viseu;Tondela;Tondela e Nandufe;160.0;1;18;1821;182132
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;1450.0;1;11;1110;111014
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;300.0;1;13;1312;131217
2023T2;Santarém;Santarém;Alcanede;4300.0;1;14;1416;141604
2023T2;Braga;Guimarães;Mesão Frio;27.6;1;03;0308;030830
2023T2;Porto;Amarante;Vila Meã;41.4;1;13;1301;130147
2023T2;Aveiro;Santa Maria da Feira;São Paio de Oleiros;41.4;1;01;0109;010918
2023T2;Lisboa;Lisboa;Estrela;69.0;1;11;1106;110660
2023T2;Santarém;Entroncamento;Nossa Senhora de Fátima;800.0;1;14;1410;141002
2023T2;Vila Real;Chaves;Santa Maria Maior;41.4;1;17;1703;170350
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;49.5;1;13;1312;131217
2023T2;Setúbal;Seixal;Amora;69.0;2;15;1510;151002
2023T2;Porto;Matosinhos;Matosinhos e Leça da Palmeira;132.0;1;13;1308;130812
2023T2;Porto;Vila do Conde;Azurara;630.0;1;13;1316;131604
2023T2;Beja;Ourique;Ourique;50.0;1;02;0212;021203
2023T2;Setúbal;Palmela;Palmela;250.0;1;15;1508;150802
2023T2;Lisboa;Lisboa;Alvalade;3430.0;1;11;1106;110654
2023T2;Coimbra;Coimbra;Eiras e São Paulo de Frades;630.0;1;06;0603;060335
2023T2;Braga;Guimarães;Costa;27.6;1;03;0308;030812
2023T2;Setúbal;Almada;Caparica e Trafaria;2770.0;1;15;1503;150313
2023T2;Lisboa;Lisboa;Olivais;132.0;1;11;1106;110633
2023T2;Porto;Vila Nova de Gaia;Avintes;250.0;1;13;1317;131702
2023T2;Évora;Estremoz;Estremoz (Santa Maria e Santo André);250.0;1;07;0704;070414
2023T2;Portalegre;Elvas;Caia, São Pedro e Alcáçova;138.0;2;12;1207;120713
2023T2;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;100.0;1;11;1113;111326
2023T2;Porto;Porto;Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória;88.0;1;13;1312;131217
2023T2;Faro;Albufeira;Albufeira e Olhos de Água;207.0;1;08;0801;080106
2023T2;Faro;Castro Marim;Altura;69.0;1;08;0804;080404
2023T2;Porto;Gondomar;Baguim do Monte (Rio Tinto);400.0;1;13;1304;130412
2023T2;Viana do Castelo;Ponte de Lima;Arca e Ponte de Lima;50.0;1;16;1607;160752
2023T2;Lisboa;Odivelas;Póvoa de Santo Adrião e Olival Basto;630.0;1;11;1116;111609
2023T2;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;69.0;1;15;1503;150312
2023T2;Lisboa;Oeiras;Barcarena;300.0;1;11;1110;111002
2023T2;Évora;Montemor-o-Novo;N. S. da Vila, N. S. do Bispo e Silveiras;400.0;1;07;0706;070612
2023T2;Setúbal;Sesimbra;Sesimbra (Castelo);315.0;1;15;1511;151101
2023T2;Viseu;Viseu;Rio de Loba;630.0;1;18;1823;182323
2023T2;Coimbra;Coimbra;Santo António dos Olivais;440.0;1;06;0603;060318
2023T2;Lisboa;Lisboa;Alvalade;400.0;1;11;1106;110654
2023T2;Braga;Guimarães;Oliveira, São Paio e São Sebastião;41.4;1;03;0308;030884
2023T2;Porto;Lousada;Torno;41.4;1;13;1305;130525
2023T2;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;330.0;1;16;1609;160948
2023T2;Évora;Évora;N. S. da Tourega e N. S. de Guadalupe;860.0;1;07;0705;070525
2023T2;Lisboa;Lisboa;Arroios;250.0;1;11;1106;110656
2023T2;Santarém;Ourém;Nossa Senhora da Piedade;41.4;1;14;1421;142115
2023T2;Porto;Valongo;Valongo;100.0;1;13;1315;131505
2023T2;Porto;Paredes;Paredes;100.0;1;13;1310;131025
2023T2;Viseu;Viseu;Repeses e São Salvador;200.0;1;18;1823;182339
2023T2;Guarda;Manteigas;Manteigas (São Pedro);41.4;1;09;0908;090803
2023T2;Porto;Gondomar;Gondomar (São Cosme), Valbom e Jovim;1000.0;1;13;1304;130415
2023T2;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;800.0;1;14;1418;141821
2023T2;Porto;Vila Nova de Gaia;Vilar de Andorinho;75.0;1;13;1317;131723
2023T2;Lisboa;Lisboa;Avenidas Novas;1660.0;1;11;1106;110657
2023T2;Setúbal;Palmela;Quinta do Anjo;1260.0;1;15;1508;150804
2023T2;Setúbal;Setúbal;S. Julião, N. S. da Anunciada e S. Maria da Graça;69.0;1;15;1512;151210
2023T2;Bragança;Vila Flor;Vila Flor e Nabo;41.4;1;04;0410;041023
2023T2;Beja;Beja;Santa Vitória e Mombeja;630.0;1;02;0205;020523
2023T2;Viseu;Nelas;Nelas;41.4;1;18;1809;180903
2023T2;Leiria;Figueiró dos Vinhos;Figueiró dos Vinhos e Bairradas;41.4;1;10;1008;100806
2023T2;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;250.0;1;01;0109;010925
2023T2;Aveiro;Aveiro;Esgueira;1999.0;1;01;0105;010505
2023T2;Leiria;Leiria;Leiria, Pousos, Barreira e Cortes;100.0;1;10;1009;100933
2023T2;Lisboa;Lisboa;Campolide;1000.0;1;11;1106;110610
2023T2;Évora;Évora;Malagueira e Horta das Figueiras;138.0;1;07;0705;070524
2023T2;Lisboa;Mafra;Ericeira;100.0;1;11;1109;110906
2023T2;Porto;Santo Tirso;St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães;250.0;1;13;1314;131437
2023T2;Porto;Matosinhos;Perafita, Lavra e Santa Cruz do Bispo;100.0;2;13;1308;130813
2023T2;Porto;Vila Nova de Gaia;Arcozelo;100.0;1;13;1317;131701
2023T2;Beja;Beja;Beja (Santiago Maior e São João Baptista);140.0;1;02;0205;020521
2023T2;Lisboa;Alenquer;Alenquer (Santo Estêvão e Triana);41.4;1;11;1101;110119
2023T2;Braga;Guimarães;Lordelo;27.6;2;03;0308;030828
2023T2;Leiria;Peniche;Peniche;41.4;1;10;1014;101407
2023T2;Coimbra;Coimbra;São Martinho do Bispo e Ribeira de Frades;315.0;2;06;0603;060338
2023T2;Santarém;Benavente;Benavente;41.4;1;14;1405;140501
2023T2;Lisboa;Loures;Lousa;160.0;2;11;1107;110708
2023T2;Lisboa;Loures;Loures;138.0;1;11;1107;110707
2023T2;Porto;Póvoa de Varzim;Póvoa de Varzim, Beiriz e Argivai;41.4;1;13;1313;131315
2023T2;Aveiro;Santa Maria da Feira;Sanguedo;41.4;1;01;0109;010924
2023T2;Vila Real;Peso da Régua;Peso da Régua e Godim;100.0;1;17;1708;170815
2023T2;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;6.9;1;10;1012;101210
2023T2;Viana do Castelo;Vila Nova de Cerveira;Vila Nova de Cerveira e Lovelhe;200.0;1;16;1610;161019
2023T2;Setúbal;Moita;Moita;41.4;1;15;1506;150603
2023T2;Lisboa;Lisboa;Avenidas Novas;800.0;1;11;1106;110657
2023T2;Faro;Albufeira;Guia;110.0;1;08;0801;080102
2023T2;Braga;Terras de Bouro;Campo do Gerês;99.0;1;03;0310;031003
2023T2;Vila Real;Vila Pouca de Aguiar;Vila Pouca de Aguiar;160.0;1;17;1713;171314
2023T2;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;27.6;8;11;1110;111014
2023T2;Santarém;Almeirim;Almeirim;41.4;1;14;1403;140301
2023T2;Beja;Beja;Beja (Santiago Maior e São João Baptista);200.0;1;02;0205;020521
2023T2;Lisboa;Oeiras;Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;130.0;1;11;1110;111012
2023T2;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;41.4;1;14;1411;141106
2023T2;Porto;Paredes;Paredes;170.0;1;13;1310;131025
2023T2;Setúbal;Sines;Sines;450.0;1;15;1513;151301
2023T2;Braga;Guimarães;Caldelas;250.0;1;03;0308;030808
2023T2;Vila Real;Alijó;Alijó;41.4;1;17;1701;170101
2023T2;Porto;Porto;Bonfim;75.0;1;13;1312;131202
2023T2;Aveiro;Santa Maria da Feira;Santa Maria da Feira, Travanca, Sanfins e Espargo;400.0;2;01;0109;010935
