Ano;Semestre;Concelho;Potência de Ligação (kW);Processos Concluídos (#);CodConcelho
2024;2;Almeirim;181.60999999999996;65.0;1403
2024;2;Guarda;711.9599999999999;73.0;0907
2024;2;Celorico da Beira;72.00999999999999;11.0;0903
2024;2;Caldas da Rainha;767.18;184.0;1006
2024;2;Seia;225.89;49.0;0912
2024;2;Condeixa-a-Nova;87.91;29.0;0604
2024;2;Trancoso;90.88;18.0;0913
2024;2;Amadora;276.15999999999997;44.0;1115
2024;2;Vieira do Minho;156.35;36.0;0311
2024;2;Moita;195.82999999999998;61.0;1506
2024;2;Vila do Bispo;374.21000000000004;22.0;0815
2024;2;Mealhada;125.68;36.0;0111
2024;2;Braga;2110.66;309.0;0303
2024;2;Nisa;72.19;14.0;1212
2024;2;Figueira da Foz;487.15;122.0;0605
2024;2;Peso da Régua;94.07;30.0;1708
2024;2;Batalha;422.72;53.0;1004
2024;2;Coimbra;1426.3600000000001;219.0;0603
2024;2;Leiria;1894.07;373.0;1009
2024;2;Monção;203.66;43.0;1604
2024;2;Barrancos;5.0;1.0;0204
2024;2;Póvoa de Varzim;738.6800000000001;120.0;1313
2024;2;Sardoal;34.47;8.0;1417
2024;2;Sabrosa;142.28;29.0;1710
2024;2;Tábua;123.11000000000001;42.0;0616
2024;2;Sertã;154.19;51.0;0509
2024;2;Cuba;62.24999999999999;13.0;0207
2024;2;Aljustrel;457.9099999999999;27.0;0201
2024;2;Guimarães;3199.25;347.0;0308
2024;2;Grândola;709.9399999999999;60.0;1505
2024;2;Mesão Frio;7.1000000000000005;6.0;1704
2024;2;Sintra;4153.679999999999;287.0;1111
2024;2;Pampilhosa da Serra;20.5;12.0;0612
2024;2;Carrazeda de Ansiães;156.56;24.0;0403
2024;2;Fronteira;200.86999999999998;8.0;1208
2024;2;Gavião;7.4399999999999995;9.0;1209
2024;2;Alvito;155.8;9.0;0203
2025;1;Vila Nova da Barquinha;37.28;11.0;1420
2025;1;Proença-a-Nova;41.980000000000004;14.0;0508
2025;1;Cadaval;69.28;19.0;1104
2025;1;Seixal;1236.6200000000001;125.0;1510
2025;1;Almodôvar;45.510000000000005;16.0;0202
2025;1;Condeixa-a-Nova;518.23;18.0;0604
2025;1;Vila Verde;301.81;71.0;0313
2025;1;Odivelas;240.95;31.0;1116
2025;1;Marvão;9.0;5.0;1210
2025;1;Olhão;147.7;34.0;0810
2025;1;Elvas;168.60999999999999;13.0;1207
2025;1;Vendas Novas;77.28999999999999;14.0;0712
2025;1;Póvoa de Varzim;735.55;63.0;1313
2025;1;Miranda do Corvo;64.03;19.0;0609
2025;1;Castelo de Vide;662.6;3.0;1205
2021;2;São João da Madeira;55.15;17.0;0116
2021;2;Olhão;171.92;87.0;0810
2021;2;Armamar;257.47;15.0;1801
2021;2;Almodôvar;19.87;12.0;0202
2021;2;Pedrógão Grande;9.2;10.0;1013
2021;2;Vimioso;19.08;28.0;0411
2021;2;São Brás de Alportel;162.84;48.0;0812
2021;2;Felgueiras;675.04;162.0;1303
2021;2;Coruche;206.94;60.0;1409
2021;2;Évora;1222.37;208.0;0705
2021;2;Serpa;50.61;20.0;0213
2021;2;Sardoal;24.75;15.0;1417
2021;2;Pinhel;128.43;47.0;0910
2021;2;Vila Viçosa;11.42;3.0;0714
2021;2;Vieira do Minho;84.00999999999999;23.0;0311
2021;2;Bombarral;131.07000000000002;24.0;1005
2021;2;Alvito;7.7;7.0;0203
2021;2;Mirandela;83.75999999999999;37.0;0407
2021;2;Oleiros;20.4;13.0;0506
2021;2;Belmonte;18.21;16.0;0501
2021;2;Vagos;343.76;93.0;0118
2021;2;Manteigas;1.18;2.0;0908
2021;2;Albergaria-a-Velha;178.49;62.0;0102
2021;2;Anadia;158.67000000000002;77.0;0103
2021;2;Mealhada;246.56;67.0;0111
2021;2;Vila Nova de Cerveira;29.849999999999998;18.0;1610
2021;2;Palmela;1110.69;317.0;1508
2021;2;Caldas da Rainha;450.37000000000006;111.0;1006
2021;2;Alcácer do Sal;167.6;40.0;1501
2021;2;Tabuaço;3.6799999999999997;4.0;1819
2021;2;Vila Velha de Ródão;842.2199999999999;11.0;0511
2021;2;São Pedro do Sul;114.5;41.0;1816
2021;2;Portimão;269.83;78.0;0811
2021;2;Figueira de Castelo Rodrigo;31.25;13.0;0904
2021;2;Rio Maior;973.2800000000001;65.0;1414
2021;2;Porto de Mós;813.41;61.0;1016
2021;2;Moita;161.68;89.0;1506
2021;2;Reguengos de Monsaraz;60.91;36.0;0711
2021;2;Amarante;357.78;93.0;1301
2021;2;Estarreja;796.1100000000001;61.0;0108
2021;2;Castanheira de Pêra;9.629999999999999;9.0;1007
2021;2;Proença-a-Nova;45.160000000000004;26.0;0508
2021;2;Almeirim;132.29000000000002;53.0;1403
2021;2;Nelas;57.230000000000004;33.0;1809
2021;2;Penafiel;516.6199999999999;115.0;1311
2021;2;Oliveira de Frades;111.04999999999998;41.0;1810
2021;2;Montemor-o-Velho;112.17;81.0;0610
2021;2;Oliveira do Hospital;396.03000000000003;38.0;0611
2021;2;Portalegre;983.99;67.0;1214
2021;2;Moimenta da Beira;244.32000000000002;24.0;1807
2021;2;Salvaterra de Magos;259.64;92.0;1415
2021;2;Vila Nova de Famalicão;1252.39;611.0;0312
2021;2;Faro;268.42999999999995;127.0;0805
2021;2;Vila Verde;393.28999999999996;220.0;0313
2021;2;Lousã;305.53;49.0;0607
2021;2;Mação;30.060000000000002;32.0;1413
2021;2;Sertã;184.31000000000003;42.0;0509
2021;2;Montemor-o-Novo;119.27;52.0;0706
2021;2;Porto;687.2299999999999;129.0;1312
2021;2;Amadora;237.24;46.0;1115
2021;2;Vinhais;42.260000000000005;36.0;0412
2021;2;Montijo;155.6;62.0;1507
2021;2;Monforte;18.52;6.0;1211
2021;2;Valença;20.730000000000004;16.0;1608
2021;2;Alvaiázere;17.96;11.0;1002
2021;2;Torres Novas;406.49;104.0;1419
2021;2;Vila Real de Santo António;51.61;25.0;0816
2021;2;Penalva do Castelo;81.8;9.0;1811
2021;2;Boticas;56.50000000000001;13.0;1702
2021;2;Águeda;1644.0800000000004;144.0;0101
2021;2;Oliveira de Azeméis;404.58;140.0;0113
2021;2;Barreiro;142.17000000000002;87.0;1504
2021;2;Celorico da Beira;114.42999999999999;25.0;0903
2021;2;Silves;303.69000000000005;105.0;0813
2021;2;Mira;125.08999999999999;62.0;0608
2021;2;Lourinhã;320.75;75.0;1108
2021;2;São João da Pesqueira;10.84;10.0;1815
2021;2;Vendas Novas;87.15;46.0;0712
2021;2;Covilhã;1207.6;123.0;0503
2021;2;Mangualde;101.83000000000001;51.0;1806
2021;2;Fronteira;15.5;10.0;1208
2021;2;Loures;1000.97;157.0;1107
2021;2;Albufeira;532.73;123.0;0801
2021;2;Marinha Grande;709.1700000000001;151.0;1010
2021;2;Lousada;313.94000000000005;175.0;1305
2021;2;Sabrosa;10.399999999999999;8.0;1710
2021;2;Vila Pouca de Aguiar;113.94999999999999;47.0;1713
2021;2;Penela;33.19;19.0;0614
2021;2;Alcanena;219.13;33.0;1402
2021;2;Vila Flor;9.59;10.0;0410
2021;2;Castelo de Vide;10.67;7.0;1205
2021;2;Vila de Rei;15.03;11.0;0510
2021;2;Penedono;12.28;6.0;1812
2021;2;Alcoutim;0.6;1.0;0802
2021;2;Fornos de Algodres;2.9;4.0;0905
2022;1;Anadia;286.44;122.0;0103
2022;1;Fundão;1054.54;78.0;0504
2022;1;Alandroal;21.869999999999997;18.0;0701
2022;1;Palmela;940.8;288.0;1508
2022;1;Vila Nova de Famalicão;2458.36;537.0;0312
2022;1;Campo Maior;55.91000000000001;22.0;1204
2022;1;Valença;50.68;24.0;1608
2022;1;Póvoa de Lanhoso;122.61000000000001;87.0;0309
2022;1;Vila Nova de Foz Côa;121.43999999999998;15.0;0914
2022;1;Ponte de Lima;428.83;84.0;1607
2022;1;Alcochete;145.8;65.0;1502
2022;1;Almeirim;258.97999999999996;63.0;1403
2022;1;Resende;27.53;25.0;1813
2022;1;Coruche;1004.21;64.0;1409
2022;1;Torres Novas;347.09000000000003;165.0;1419
2022;1;Oliveira do Hospital;199.49;83.0;0611
2022;1;Estarreja;1056.52;100.0;0108
2022;1;Loures;764.0500000000001;234.0;1107
2022;1;Leiria;2736.4300000000003;612.0;1009
2022;1;Bombarral;118.6;49.0;1005
2022;1;Penafiel;740.3599999999999;186.0;1311
2022;1;Castro Marim;41.19;23.0;0804
2022;1;Sintra;2419.58;489.0;1111
2022;1;Mogadouro;85.52;20.0;0408
2022;1;Mêda;29.729999999999997;15.0;0909
2022;1;Mirandela;124.03999999999999;36.0;0407
2022;1;Portel;12.31;11.0;0709
2022;1;Seixal;1031.8700000000001;536.0;1510
2022;1;Armamar;58.269999999999996;14.0;1801
2022;1;Lourinhã;178.92000000000002;82.0;1108
2022;1;São Brás de Alportel;107.38;33.0;0812
2022;1;Marvão;40.650000000000006;15.0;1210
2022;1;Valpaços;131.37;87.0;1712
2022;1;Mafra;888.26;321.0;1109
2022;1;Paredes;1316.32;293.0;1310
2022;1;Salvaterra de Magos;388.14;153.0;1415
2022;1;Rio Maior;277.26;94.0;1414
2022;1;Vila Nova de Paiva;139.42;35.0;1822
2022;1;Alpiarça;134.32;20.0;1404
2022;1;Ourique;52.519999999999996;30.0;0212
2022;1;Viseu;1253.57;403.0;1823
2022;1;Estremoz;144.45;29.0;0704
2022;1;Ferreira do Alentejo;149.44;17.0;0208
2022;1;Monchique;22.45;9.0;0809
2022;1;Sernancelhe;55.480000000000004;10.0;1818
2022;1;Elvas;34.11;23.0;1207
2022;1;Oliveira de Azeméis;1644.52;144.0;0113
2022;1;Penedono;14.909999999999998;10.0;1812
2022;1;Vila Nova de Cerveira;88.85;25.0;1610
2022;1;Penacova;162.88;73.0;0613
2022;1;Abrantes;1285.44;124.0;1401
2022;1;Arraiolos;79.26;49.0;0702
2022;1;Belmonte;30.139999999999997;19.0;0501
2022;1;Vila do Bispo;49.11;18.0;0815
2022;1;Celorico de Basto;240.48;37.0;0305
2022;1;Coimbra;1502.2;499.0;0603
2022;1;Vidigueira;83.82;7.0;0214
2022;1;Cuba;119.46;16.0;0207
2022;1;Vinhais;26.689999999999998;23.0;0412
2022;1;Barcelos;2578.8599999999997;523.0;0302
2022;1;Santiago do Cacém;186.55;124.0;1509
2022;1;Sertã;109.69999999999999;37.0;0509
2022;1;Tondela;305.34000000000003;120.0;1821
2022;1;Nisa;88.10999999999999;23.0;1212
2022;1;Peso da Régua;28.609999999999996;19.0;1708
2022;1;Arronches;8.05;6.0;1202
2022;1;Albufeira;374.88;125.0;0801
2022;1;Loulé;1823.6799999999998;180.0;0808
2022;1;Vendas Novas;284.57000000000005;61.0;0712
2022;1;Caminha;122.21;64.0;1602
2022;1;Águeda;1431.4;254.0;0101
2022;1;Guarda;255.53;88.0;0907
2022;1;Alter do Chão;32.72;6.0;1201
2022;1;Moura;105.67999999999999;21.0;0210
2022;1;Porto de Mós;2053.25;81.0;1016
2022;1;Póvoa de Varzim;435.84;145.0;1313
2022;1;Vila de Rei;112.03;4.0;0510
2022;1;Grândola;160.5;50.0;1505
2022;1;Fornos de Algodres;20.700000000000003;8.0;0905
2022;1;Tavira;214.82;61.0;0814
2022;1;Torre de Moncorvo;14.02;9.0;0409
2022;1;Lousada;607.17;243.0;1305
2022;1;Castanheira de Pêra;17.25;7.0;1007
2022;1;Alfândega da Fé;21.33;11.0;0401
2022;1;Monforte;8.85;9.0;1211
2022;1;Vila Flor;311.03;8.0;0410
2022;2;Anadia;1753.92;154.0;0103
2022;2;Sabugal;60.480000000000004;31.0;0911
2022;2;Santo Tirso;1943.14;317.0;1314
2022;2;Mogadouro;33.1;18.0;0408
2022;2;Batalha;416.25;63.0;1004
2022;2;São Brás de Alportel;186.64000000000001;56.0;0812
2022;2;Melgaço;16.53;11.0;1603
2022;2;Montemor-o-Novo;662.4500000000002;60.0;0706
2022;2;Pampilhosa da Serra;10.280000000000001;11.0;0612
2022;2;Fundão;221.20000000000002;51.0;0504
2022;2;Tarouca;40.81;25.0;1820
2022;2;Alcanena;355.67999999999995;60.0;1402
2022;2;Resende;179.30999999999997;41.0;1813
2022;2;Elvas;197.54999999999998;41.0;1207
2022;2;São Pedro do Sul;205.94;57.0;1816
2022;2;Mafra;1340.45;314.0;1109
2022;2;Arcos de Valdevez;82.81;70.0;1601
2022;2;Alcácer do Sal;321.56000000000006;74.0;1501
2022;2;Vieira do Minho;65.69;46.0;0311
2022;2;Miranda do Corvo;69.69;48.0;0609
2022;2;Santa Marta de Penaguião;31.31;17.0;1711
2022;2;Celorico de Basto;492.59999999999997;98.0;0305
2022;2;Campo Maior;35.66;15.0;1204
2022;2;Almeirim;1213.41;62.0;1403
2022;2;Lisboa;1050.95;143.0;1106
2022;2;Mangualde;91.18;61.0;1806
2022;2;Figueira de Castelo Rodrigo;45.739999999999995;19.0;0904
2022;2;Moimenta da Beira;85.39000000000001;25.0;1807
2022;2;Alvito;5.15;4.0;0203
2022;2;Montemor-o-Velho;362.37;88.0;0610
2022;2;Oliveira do Hospital;244.09999999999997;93.0;0611
2022;2;Lagoa;479.34;113.0;0806
2022;2;Penafiel;625.42;267.0;1311
2022;2;Faro;501.62;139.0;0805
2022;2;Marco de Canaveses;328.39;137.0;1307
2022;2;Ponte de Sor;204.7;51.0;1213
2022;2;Armamar;134.83999999999997;33.0;1801
2022;2;Loures;1427.65;238.0;1107
2022;2;Vila Franca de Xira;1751.6899999999998;126.0;1114
2022;2;Proença-a-Nova;113.19;50.0;0508
2022;2;Penedono;9.88;6.0;1812
2022;2;Cadaval;127.86000000000001;47.0;1104
2022;2;Monção;350.3;41.0;1604
2022;2;Barrancos;1.16;2.0;0204
2022;2;Pinhel;67.95;17.0;0910
2022;2;Idanha-a-Nova;58.730000000000004;27.0;0505
2022;2;Gondomar;1026.5800000000002;343.0;1304
2022;2;Fornos de Algodres;74.85000000000001;20.0;0905
2022;2;Montalegre;38.92999999999999;20.0;1706
2022;2;Vagos;867.03;121.0;0118
2022;2;Figueiró dos Vinhos;41.78;16.0;1008
2022;2;Macedo de Cavaleiros;89.97999999999999;51.0;0405
2022;2;Porto;791.01;176.0;1312
2022;2;Almeida;60.15;20.0;0902
2022;2;Alcobaça;2017.25;223.0;1001
2022;2;Amadora;146.57999999999998;44.0;1115
2022;2;Espinho;179.96;59.0;0107
2022;2;Vila Nova de Poiares;144.59;73.0;0617
2022;2;Valpaços;198.41000000000003;112.0;1712
2022;2;Vendas Novas;394.45;50.0;0712
2022;2;Felgueiras;2268.3199999999997;261.0;1303
2022;2;Tavira;248.51;82.0;0814
2022;2;São João da Pesqueira;251.77000000000004;27.0;1815
2022;2;Esposende;731.47;124.0;0306
2022;2;Castelo de Paiva;289.79999999999995;144.0;0106
2022;2;Braga;1694.41;628.0;0303
2022;2;Águeda;2900.24;255.0;0101
2022;2;Alandroal;82.56;31.0;0701
2022;2;Entroncamento;146.48000000000002;56.0;1410
2022;2;Póvoa de Lanhoso;227.65;128.0;0309
2022;2;Alvaiázere;59.17;15.0;1002
2022;2;Grândola;246.92000000000002;74.0;1505
2022;2;Alfândega da Fé;158.76;14.0;0401
2022;2;Portimão;525.8499999999999;106.0;0811
2022;2;Porto de Mós;1203.1000000000001;82.0;1016
2022;2;Vila Nova de Cerveira;355.18999999999994;60.0;1610
2022;2;Góis;16.78;17.0;0606
2022;2;Loulé;1110.06;191.0;0808
2022;2;Barreiro;871.2;82.0;1504
2022;2;Cartaxo;252.0;67.0;1406
2022;2;Sernancelhe;86.13;25.0;1818
2022;2;Monchique;46.01;11.0;0809
2022;2;Castelo de Vide;10.75;6.0;1205
2022;2;Abrantes;150.78;97.0;1401
2022;2;Lourinhã;375.15;92.0;1108
2022;2;Vila Real;446.24;198.0;1714
2022;2;Sever do Vouga;219.27;35.0;0117
2022;2;Silves;799.5799999999999;134.0;0813
2022;2;Pombal;1115.72;201.0;1015
2022;2;Alpiarça;82.53;25.0;1404
2022;2;Portalegre;127.34;57.0;1214
2022;2;Alenquer;407.39;127.0;1101
2022;2;Beja;349.06;60.0;0205
2022;2;Peso da Régua;76.50999999999999;34.0;1708
2022;2;Belmonte;76.14000000000001;28.0;0501
2022;2;Vimioso;34.01;16.0;0411
2022;2;Manteigas;41.919999999999995;4.0;0908
2022;2;Mértola;45.339999999999996;13.0;0209
2022;2;Vila Nova de Foz Côa;19.4;9.0;0914
2022;2;Constância;16.8;15.0;1408
2022;2;Monforte;122.99000000000001;5.0;1211
2022;2;Cuba;59.71;12.0;0207
2023;1;Belmonte;60.68;39.0;0501
2023;1;Penedono;46.93;15.0;1812
2023;1;Valpaços;271.87;130.0;1712
2023;1;Nisa;30.740000000000002;24.0;1212
2023;1;Murtosa;108.34;47.0;0112
2023;1;Barcelos;2266.5599999999995;818.0;0302
2023;1;Moura;373.01;43.0;0210
2023;1;Nazaré;232.33999999999997;55.0;1011
2023;1;Pombal;1528.7700000000002;268.0;1015
2023;1;Amarante;534.55;246.0;1301
2023;1;Matosinhos;788.0;363.0;1308
2023;1;Beja;843.3299999999999;111.0;0205
2023;1;Fundão;349.18;103.0;0504
2023;1;Ribeira de Pena;48.05;20.0;1709
2023;1;Covilhã;388.85;216.0;0503
2023;1;Oliveira do Bairro;407.59;108.0;0114
2023;1;São João da Pesqueira;89.95;22.0;1815
2023;1;Alandroal;151.52999999999997;27.0;0701
2023;1;Cartaxo;384.37;89.0;1406
2023;1;Montemor-o-Novo;155.47;50.0;0706
2023;1;Coruche;269.16;86.0;1409
2023;1;Gavião;27.450000000000003;15.0;1209
2023;1;Cadaval;138.97;75.0;1104
2023;1;Góis;23.93;22.0;0606
2023;1;Montemor-o-Velho;332.09000000000003;123.0;0610
2023;1;Serpa;777.69;45.0;0213
2023;1;Tábua;178.99;72.0;0616
2023;1;Penalva do Castelo;176.40999999999997;34.0;1811
2023;1;Palmela;1076.32;398.0;1508
2023;1;Óbidos;445.02;83.0;1012
2023;1;Freixo de Espada À Cinta;133.04999999999998;29.0;0404
2023;1;Bragança;482.39;180.0;0402
2023;1;Aguiar da Beira;135.53;16.0;0901
2023;1;Mealhada;582.74;99.0;0111
2023;1;Paredes;1356.61;270.0;1310
2023;1;Alcanena;90.8;60.0;1402
2023;1;Vila Velha de Ródão;86.78;55.0;0511
2023;1;Sertã;118.91999999999999;78.0;0509
2023;1;Castelo de Paiva;69.67999999999999;68.0;0106
2023;1;Penela;64.54;34.0;0614
2023;1;Marinha Grande;1315.21;188.0;1010
2023;1;Paredes de Coura;847.8199999999999;32.0;1605
2023;1;Celorico da Beira;78.80000000000001;30.0;0903
2023;1;Olhão;439.02000000000004;157.0;0810
2023;1;Odemira;299.51;102.0;0211
2023;1;Vila do Conde;1199.73;267.0;1316
2023;1;Vimioso;71.06;27.0;0411
2023;1;Sever do Vouga;131.70999999999998;51.0;0117
2023;1;Macedo de Cavaleiros;318.69;95.0;0405
2023;1;Ansião;132.29999999999998;40.0;1003
2023;1;Carrazeda de Ansiães;37.18;20.0;0403
2023;1;Vila Nova da Barquinha;348.34000000000003;50.0;1420
2023;1;Espinho;132.54;50.0;0107
2023;1;Sobral de Monte Agraço;103.81;50.0;1112
2023;1;Vidigueira;62.94;34.0;0214
2023;1;Rio Maior;272.84;88.0;1414
2023;1;Resende;103.56;43.0;1813
2023;1;Montalegre;55.56;34.0;1706
2023;1;Penafiel;854.94;341.0;1311
2023;1;Setúbal;1092.51;527.0;1512
2023;1;Portalegre;245.76;76.0;1214
2023;1;Portimão;536.44;150.0;0811
2023;1;Lamego;210.96999999999997;52.0;1805
2023;1;Mortágua;142.95;55.0;1808
2023;1;Pedrógão Grande;102.68999999999998;20.0;1013
2023;1;Santiago do Cacém;247.26;121.0;1509
2023;1;Sabrosa;60.61000000000001;40.0;1710
2023;1;São Brás de Alportel;243.71000000000004;60.0;0812
2023;1;Moimenta da Beira;893.3300000000002;54.0;1807
2023;1;Vila Nova de Foz Côa;119.14;27.0;0914
2023;1;Castro Marim;100.57999999999998;51.0;0804
2023;1;Miranda do Corvo;88.05999999999999;49.0;0609
2023;1;Póvoa de Varzim;519.2;269.0;1313
2023;1;Vale de Cambra;265.48;70.0;0119
2023;1;Batalha;1020.9399999999999;96.0;1004
2023;1;Mora;66.34;15.0;0707
2023;1;Valongo;915.02;238.0;1315
2023;1;Marco de Canaveses;743.6;220.0;1307
2023;1;Ourém;522.01;174.0;1421
2023;1;Ponte de Lima;552.04;266.0;1607
2023;1;Alter do Chão;23.39;7.0;1201
2023;1;Amadora;151.37;83.0;1115
2023;1;Torres Novas;551.25;248.0;1419
2023;1;Golegã;222.60000000000002;30.0;1412
2023;1;Almada;903.0;604.0;1503
2023;1;Chamusca;153.95;34.0;1407
2023;1;Cantanhede;1297.28;215.0;0602
2023;1;Tabuaço;106.21000000000001;21.0;1819
2023;1;Vila Franca de Xira;1435.61;167.0;1114
2023;1;Vila Viçosa;104.50999999999999;15.0;0714
2023;1;Azambuja;1474.04;94.0;1103
2023;1;São João da Madeira;399.4;29.0;0116
2023;1;Alcobaça;1358.3600000000001;295.0;1001
2023;1;Vizela;199.5;164.0;0314
2023;1;Barrancos;1.44;1.0;0204
2023;2;Ourém;495.06000000000006;112.0;1421
2023;2;Sever do Vouga;124.74;28.0;0117
2023;2;São João da Pesqueira;39.49000000000001;13.0;1815
2023;2;Marco de Canaveses;828.82;89.0;1307
2023;2;Góis;11.730000000000002;7.0;0606
2023;2;Golegã;25.08;10.0;1412
2023;2;Vila Flor;93.30000000000001;10.0;0410
2023;2;Mirandela;156.1;45.0;0407
2023;2;Cartaxo;274.45000000000005;39.0;1406
2023;2;Chaves;211.56;89.0;1703
2023;2;Mortágua;56.91;26.0;1808
2023;2;Porto;592.25;95.0;1312
2023;2;Vouzela;97.01;35.0;1824
2023;2;Crato;13.420000000000002;6.0;1206
2023;2;Leiria;2800.16;349.0;1009
2023;2;Coimbra;1915.6;232.0;0603
2023;2;Óbidos;111.38;42.0;1012
2023;2;Mafra;520.2;190.0;1109
2023;2;Soure;118.22;53.0;0615
2023;2;Alenquer;1156.45;74.0;1101
2023;2;Azambuja;317.43;45.0;1103
2023;2;Miranda do Corvo;39.08;22.0;0609
2023;2;Portimão;351.5;68.0;0811
2023;2;Mora;45.519999999999996;6.0;0707
2023;2;Pampilhosa da Serra;66.85;6.0;0612
2023;2;Santarém;695.1;118.0;1416
2023;2;Sabrosa;48.79;12.0;1710
2023;2;Matosinhos;649.4100000000001;137.0;1308
2023;2;Mogadouro;86.93;19.0;0408
2023;2;Freixo de Espada À Cinta;0.58;2.0;0404
2023;2;Abrantes;224.48999999999995;66.0;1401
2023;2;Porto de Mós;114.19;52.0;1016
2023;2;Batalha;173.32;46.0;1004
2023;2;Montemor-o-Novo;158.53;38.0;0706
2023;2;Oliveira de Frades;334.32000000000005;47.0;1810
2023;2;Paredes de Coura;74.82;21.0;1605
2023;2;Chamusca;309.84;14.0;1407
2023;2;Lourinhã;229.98000000000002;72.0;1108
2023;2;Vila Real de Santo António;30.429999999999996;13.0;0816
2023;2;Faro;315.6;83.0;0805
2023;2;Redondo;15.34;6.0;0710
2023;2;Barrancos;2.94;2.0;0204
2023;2;Alcobaça;493.78999999999996;124.0;1001
2023;2;Vila Real;276.95;108.0;1714
2023;2;Cascais;832.8799999999999;255.0;1105
2023;2;Alfândega da Fé;45.53;11.0;0401
2023;2;Paredes;302.78999999999996;78.0;1310
2023;2;Vila Nova de Paiva;96.77000000000001;13.0;1822
2023;2;Mealhada;144.23;49.0;0111
2023;2;Cadaval;185.57;60.0;1104
2023;2;Arouca;138.07999999999998;42.0;0104
2023;2;Sesimbra;316.01;133.0;1511
2023;2;Cabeceiras de Basto;152.7;22.0;0304
2023;2;Beja;284.36;45.0;0205
2023;2;Melgaço;21.340000000000003;8.0;1603
2023;2;Campo Maior;87.02;13.0;1204
2023;2;Santa Maria da Feira;1527.6999999999998;206.0;0109
2023;2;Alcochete;61.089999999999996;26.0;1502
2023;2;Póvoa de Lanhoso;148.25;47.0;0309
2023;2;Esposende;145.38;69.0;0306
2023;2;São Brás de Alportel;82.04;29.0;0812
2023;2;Constância;17.0;12.0;1408
2023;2;Moita;100.78999999999999;37.0;1506
2023;2;Braga;1651.52;325.0;0303
2023;2;Benavente;198.06;54.0;1405
2023;2;Oliveira de Azeméis;592.06;116.0;0113
2023;2;Santiago do Cacém;202.64;40.0;1509
2023;2;Mira;64.59;25.0;0608
2023;2;Tabuaço;35.56;10.0;1819
2023;2;Valença;101.61000000000001;31.0;1608
2023;2;Póvoa de Varzim;418.52000000000004;94.0;1313
2023;2;Sátão;74.70000000000002;25.0;1817
2023;2;Alijó;58.650000000000006;27.0;1701
2023;2;Alvito;11.46;6.0;0203
2023;2;Penedono;1.2999999999999998;3.0;1812
2023;2;Alandroal;58.519999999999996;9.0;0701
2023;2;Mêda;46.660000000000004;9.0;0909
2023;2;Alcoutim;4.15;3.0;0802
2024;1;Seixal;1799.8000000000002;340.0;1510
2024;1;Lourinhã;767.3100000000001;133.0;1108
2024;1;Paredes;1827.6399999999999;173.0;1310
2024;1;Cuba;185.36;10.0;0207
2024;1;Mangualde;208.98;64.0;1806
2024;1;Penacova;160.56;39.0;0613
2024;1;Figueiró dos Vinhos;106.96000000000001;23.0;1008
2024;1;Évora;2933.84;240.0;0705
2024;1;Entroncamento;224.60999999999996;31.0;1410
2024;1;Amadora;1146.1900000000003;67.0;1115
2024;1;Barcelos;2197.33;441.0;0302
2024;1;Serpa;340.91999999999996;48.0;0213
2024;1;Alenquer;1207.62;145.0;1101
2024;1;Montemor-o-Novo;511.47;99.0;0706
2024;1;Viana do Castelo;2129.42;251.0;1609
2024;1;Grândola;1192.3999999999999;73.0;1505
2024;1;Mourão;79.78999999999999;17.0;0708
2024;1;Benavente;974.51;81.0;1405
2024;1;Santa Comba Dão;136.78999999999996;54.0;1814
2024;1;Moimenta da Beira;192.53;51.0;1807
2024;1;Olhão;406.09;97.0;0810
2024;1;Penalva do Castelo;127.91;40.0;1811
2024;1;Tomar;809.03;134.0;1418
2024;1;Lamego;234.64000000000001;61.0;1805
2024;1;Mira;398.25;45.0;0608
2024;1;Abrantes;667.4099999999999;128.0;1401
2024;1;Arruda dos Vinhos;258.42999999999995;43.0;1102
2024;1;Loures;1843.69;224.0;1107
2024;1;Portalegre;448.16999999999996;49.0;1214
2024;1;Alandroal;95.46000000000001;19.0;0701
2024;1;São João da Madeira;335.12;22.0;0116
2024;1;Sertã;164.12;49.0;0509
2024;1;Lisboa;1828.6299999999999;131.0;1106
2024;1;Bragança;487.9000000000001;182.0;0402
2024;1;Ílhavo;1019.31;104.0;0110
2024;1;Reguengos de Monsaraz;323.03999999999996;54.0;0711
2024;1;Silves;896.74;132.0;0813
2024;1;Vidigueira;249.4;26.0;0214
2024;1;Sabrosa;48.43000000000001;27.0;1710
2024;1;Resende;101.62;39.0;1813
2024;1;Vouzela;394.92999999999995;88.0;1824
2024;1;Penamacor;37.089999999999996;20.0;0507
2024;1;Mértola;29.830000000000005;16.0;0209
2024;1;Vila Nova de Cerveira;63.44;21.0;1610
2024;1;Sobral de Monte Agraço;634.9;16.0;1112
2024;1;Anadia;1028.1299999999999;109.0;0103
2024;1;Campo Maior;199.63;25.0;1204
2024;1;Soure;76.30999999999999;40.0;0615
2024;1;Ponte de Lima;368.06999999999994;122.0;1607
2024;1;Beja;2117.83;83.0;0205
2024;1;Matosinhos;2002.6399999999996;199.0;1308
2024;1;Ourique;71.02;16.0;0212
2024;1;Alpiarça;143.70999999999998;37.0;1404
2024;1;Vieira do Minho;176.51999999999998;52.0;0311
2024;1;Coimbra;1526.73;315.0;0603
2024;1;Mogadouro;80.28999999999999;24.0;0408
